Sample P15 P19 P26 P28 P6 P5 P9 P22 P21 P23 P4 P14 P3 P18 P16 P20 P17 P24 P11 P27 P8 P10 P7 P2 P13 P12 P25 QC1 QC2 QC3 QC4 QC5 QC6 QC7 blank
CalcMWRT A2 IBE2 IBE1 ENT ENT ENT A1 IBE1 IBE2 IBE1 ENT A2 ENT IBE2 A2 IBE2 IBE2 IBE1 A1 ENT A1 A1 A1 ENT A2 A2 IBE1 QC QC QC QC QC QC QC blank
594.34217/6.963 364305.627413298 8203.15595412929 8636.72386867293 8130.90594615972 8877.65898129398 8548.85330348388 709086.789456673 8258.77979291151 9079.40609092025 8313.16406178607 8649.1518990943 656951.737278761 15201.3699554399 7733.59480144727 389947.490529935 8262.25292594147 9315.78610556066 8202.71738807781 718784.867503135 8554.8274289361 319106.634071539 495639.94020501 362620.260980842 24439.1048854463 545538.430596713 571969.137027853 8048.1170312949 188556.414903284 180682.450092487 158926.666343063 168119.553560779 169717.710184751 170843.747771438 191315.823683431 7727.90036470596
285.0963/1.57 370752.27947568 389996.660206231 626061.193937321 267024.607484335 269838.324885458 242741.23194168 242469.630297548 462234.054058174 400597.414074912 446506.748564999 270839.234379727 212805.461335394 418601.527401151 466629.058091995 223178.412992972 287848.369861424 191362.278332244 431985.836435907 259963.085617358 504906.259852837 275785.041421665 301080.277947346 201325.523567143 410380.114671339 265760.59039537 240362.678570467 334791.0151425 482879.246968935 422366.001378917 469908.098404725 454130.610116457 471721.792601826 427311.830962532 476816.460688909 4522.57017346311
779.52306/18.414 466287.80684068 646393.486875073 655725.943234612 617790.484217313 259464.174163746 470282.561353684 234932.048920082 378600.486302387 236723.757425061 399945.878305131 621412.387019316 588859.888731697 687857.816043839 322130.499961423 357335.421050901 418352.800788723 420869.743811411 510889.397486543 121500.197016751 263999.975335353 486890.434712356 397979.35335496 549456.280933853 453582.71628722 331434.054200589 540162.431200358 570002.17525512 533376.116232498 460444.178968916 511762.255055374 559286.688576114 550110.932869162 437236.581694154 544629.440466087 19563.73163192
210.07156/7.875 414111.026639294 436504.629983387 358745.593582881 323702.135292196 432727.743682206 482781.798063754 510164.214485685 449487.740609439 444738.558738721 598909.883291031 598946.42422982 631000.698041301 422436.663477975 540201.69179691 488676.25184215 149290.695102642 361968.923581582 567538.377144782 600341.09178759 449483.369120283 484943.18255884 395421.098664268 355136.336349432 11271.1924913174 416735.61034223 414384.236197925 333372.522122487 368179.169200775 384234.003002298 426277.681851332 409467.589789595 407545.392358501 357796.714977222 401868.34315328 15861.9931627919
356.12312/7.29 476651.894789383 388131.5447224 158956.72659844 176898.888622125 312140.330494621 352714.156364323 517547.199467632 283083.349521054 65657.0319488377 337477.792256623 391004.279589101 559977.266865161 168095.949842945 398656.464202432 504980.061831739 57058.4999439359 200976.820903782 328127.590938146 345974.887843214 58663.8465684538 536006.003438853 327659.264474996 302243.49584439 10837.3842568106 449810.197473903 637270.790215492 141061.870472102 353605.45060915 347049.099631855 354537.076513129 346726.525823514 333824.464750162 352235.955025306 358851.306581908 7221.25701577175
242.09434/5.768 294429.549256914 406860.795205505 68607.5283845747 264615.028234972 205904.118151964 252461.99749493 335637.684733571 172028.940991291 213591.846866492 175387.543286565 525043.687486203 410653.015477567 241214.773111087 421690.097017525 279110.945892751 369920.163684628 191850.303775176 70888.9269879611 114014.257119011 366211.978203946 609864.270407382 336184.814729943 369012.597358344 166486.88188589 305557.014751357 433471.990696839 173170.678589785 285993.868118634 295151.821115802 315395.871229348 306159.140611976 281212.199098683 289798.149429732 307152.404362626 6178.76934107833
360.13238/4.436 78222.2550768751 208753.481048449 76729.0620472772 154235.586486859 88358.4156618623 141880.236714646 223493.262291682 415660.413845927 635701.444682697 31118.0750462973 55210.6539595777 86609.1828799045 229800.019836697 208582.17661656 137508.346242843 156632.242775885 135546.881971816 304119.249644502 202796.517184133 495681.882755697 316908.776772719 90321.7100118066 25689.0909855598 120413.924386286 136454.758917681 250655.331985904 206558.100175236 203558.785121467 200697.854935216 215247.921099252 201067.794512432 209476.429610115 189152.37403558 217646.918045022 6641.51412024046
338.13024/5.725 282834.981238009 198715.63824696 79793.528348282 77946.5078997115 79498.7309426983 109943.674177738 372302.673695999 177463.330781872 37806.4478111742 591858.253658719 382825.865542128 598327.9554925 50437.1104887752 209731.61088203 319438.902262406 30795.5464596073 272861.638867225 326933.846107682 327042.99252599 7468.44432310579 317703.02532914 225165.455027006 301145.138038917 7704.65618464052 321052.838200611 209460.249437127 79204.6867081443 166588.314446846 157146.582080807 154588.492224142 137925.245578017 158093.66554402 165107.449367305 158247.711683246 4891.46803156271
282.15809/2.351 187103.126186584 8972.62704335341 15522.3603049267 9791.06551486028 8997.69039756302 9095.95389838125 534748.997249202 23662.5569829685 10941.4204379851 49252.2046874103 7588.92648630994 600614.683135645 11723.7256971159 9416.27846046016 252958.565032169 9416.83001840908 12641.6518692864 32012.209132063 286838.638800394 10290.1777977073 175400.029862323 388870.450183666 195308.932710908 9070.187795495 203126.258321641 68447.4684161578 14912.0784528086 109142.368875211 117593.169178355 111131.297337763 95688.4254624902 107993.45672598 106181.61203606 120172.374880248 7286.50386238651
156.07626/2.082 215906.066359639 277116.675712984 398925.957421948 371868.747003434 352704.98317728 316178.960336625 318428.30041396 341669.251577914 485863.552410324 210150.723266602 343285.449264751 209461.441822275 558858.309560106 239282.077447199 298711.474708518 289221.386602911 187010.688135795 172627.497071583 352852.180024618 368665.093898059 200867.073874999 291553.994446872 131381.698554396 574059.525932445 265921.478884231 359757.78343445 227096.210206939 309408.459937212 263222.180252017 276779.053733624 288462.750533135 295551.706154189 283164.383111402 281813.046624964 22597.6857742037
430.11184/4.188 593099.740376872 6176.72402976212 6381.65640809328 5627.41290687796 5960.67460624276 5220.59531904065 308140.33928655 8525.57096300211 6144.10124661419 41042.4940059284 5797.33624625112 417186.389469535 6396.69524326088 5563.9618255837 405349.314868724 5632.27838837212 5663.32472229868 23516.7802287819 286849.055109732 6705.89074254716 382290.789793611 299278.04122778 501998.35223948 5757.02298049613 429862.498900064 484780.288322994 29041.4959057445 65088.1800329044 63762.4074539086 63051.2735210427 69049.9146133027 67265.4780612331 63712.5325972874 63280.4615261399 3831.12220100279
189.04266/2.53 466777.467863706 54606.1293355607 125154.440234624 18684.090631003 11074.0410081315 33498.7218185749 534581.580257957 94522.5405687859 74413.2686883219 160874.944969603 17418.7763479612 478023.547044082 33430.1844981009 59464.7827831829 352080.576352191 71957.2804842947 121834.253834295 62025.9292579626 452394.697767445 27224.4494253305 546027.641325308 403984.66193431 469124.768066502 24445.4974986919 432773.215125493 471801.915270994 171922.748471178 214689.794800641 236094.997542698 230841.310290582 266095.902207213 243404.967874283 195920.831768713 244177.599674493 6051.46064925511
359.06042/6.718 210369.704342703 212668.570021888 87419.5913896315 96094.9228830799 145718.899823853 246367.483797691 389801.125403741 174142.017327216 86355.2265451251 525105.30939575 394332.225014164 519724.826471356 144386.555946015 348349.399409413 336159.027528464 33420.2883626721 241329.038077822 332853.842352732 360323.22529297 60055.7077330265 338448.565525457 301012.920383096 311225.519122807 7884.01626224363 189193.138161835 222007.05119222 130279.069391984 197729.205708765 168364.68270566 177524.388897228 178569.524607604 180516.132976387 190384.689134706 175566.489991059 5883.61061088845
249.03071/2.504 607787.52274648 20772.3501988705 27954.2356258373 16792.9970392941 15345.7447840824 14204.7286357048 349249.124810899 21708.3030184832 22362.3834070849 21696.1337678272 16727.1261578117 482917.119630489 16323.7248914314 24047.1652650058 318542.186147159 18885.1479888048 19001.7729518927 22964.1548315741 319287.319906916 10433.9469755267 273610.479384478 210289.670707342 359954.745854783 12668.608693231 300693.241637818 286872.779403584 19181.5253813968 126908.130621223 71027.0854200382 125935.089098022 127076.254709828 121332.691472599 100846.714951087 106130.803850037 9272.88864449257
278.1156/7.183 410017.954361064 85904.0984447418 44572.4062548272 88486.3818676234 119047.422442708 89943.2699806256 273068.774158419 108827.532734922 89486.126772456 71075.7956348676 49400.3351517299 280760.972572689 105895.858590943 44511.4292800609 498129.754818547 145169.072885201 46779.3758662076 108900.266721025 286388.737965204 42083.8887382676 229658.597877009 427712.340608386 321329.97113541 196533.666860616 322176.272332234 442381.314721626 184412.065086616 178371.407823119 160190.114198302 195339.849874535 174125.707366068 176445.934249288 180899.250189067 169066.425162313 7845.27861506272
396.06363/3.647 337612.935459725 5839.76901340698 6953.58169068794 6033.68830258864 6599.86812635208 5914.23232335373 269605.566315835 7367.10110349884 7517.61602844691 6397.65791161551 5744.70713188319 413614.126597052 6365.7070014672 8301.87160685349 204290.683172668 7339.77990851909 6436.07059140773 6511.25821253252 101702.068400086 6702.17404503584 382209.970580207 194275.834765128 487800.859477748 6706.50855496399 197592.223867915 334725.819794467 18397.8275678666 98240.1255268578 100231.875074976 92518.7730451457 91552.0347452046 80228.5963670137 99846.4339369517 105077.541448968 4773.61812017636
491.17947/4.744 458621.869005684 8581.39267370727 9667.74705925976 8827.76753688901 9238.27940626637 8483.76027592971 311160.62779571 9352.89167004836 9889.45211638387 9348.52542488499 14466.0434697127 438673.652645279 8871.67631786519 8924.55156374259 378411.411617772 8661.69232039572 8530.48273544406 19888.3394968326 240744.835940015 8734.14850196148 326912.828903099 296900.181636775 200774.247109965 9242.53994971474 237809.888397179 426214.526442643 8600.50324953147 122128.327953957 135277.395007567 112724.43943962 117383.624990546 133762.616003745 129010.028491661 118053.332685679 6810.67429081952
234.08531/0.927 203417.146298761 253008.907767094 237294.597837067 229490.304199627 220340.72351747 254060.41145847 198738.920033024 278194.120585293 270630.819699195 158129.739177486 201707.914366485 165927.6515155 224438.080828617 206195.486096961 269862.623777812 233982.833621178 185702.986345507 164373.208858431 276554.498409836 315745.153101884 203193.346559853 213895.351438995 160566.732558818 353959.460802155 250705.605646897 228761.559925027 167384.485530074 198470.668664837 233270.192930357 231958.08306469 207042.488595122 227046.231184755 228372.994327797 206092.37762961 4352.63694143622
223.98534/0.885 197948.518051554 249509.087134723 190727.471878128 254298.140634546 191264.914286373 208326.551803016 187950.987321638 225848.8475493 186526.540024377 222963.418723512 209922.091034304 219979.740985219 236956.394545594 155839.1142652 199517.816175446 200642.756360317 152630.702735458 235339.622054715 246234.824237949 221216.477019027 219834.459322487 206553.883790251 189267.357793485 231446.408752582 192208.382197678 243210.878205643 228691.561840854 189049.471029176 229636.150072488 216722.323273596 219709.342051331 217010.784561154 215750.665076766 202261.12862829 5233.98887504236
308.12623/8.879 397119.212020721 45353.0781357113 122806.908842515 65533.1842921125 85105.3999810652 86332.2307959891 270168.311592801 76750.7766703147 44532.6259391779 83994.7559313518 60858.2374467646 415388.459898839 99030.4981445924 43917.3935878009 282450.964561722 80281.2773145752 34405.6688987509 68993.7975019882 166816.424054533 71257.6436496907 199241.371157159 294747.179683656 259928.962509698 54172.2291978288 193574.895600253 247112.027136929 92728.085313931 140174.925130158 152367.764016027 146528.105185611 150397.5385277 138032.504294152 163577.092055147 133629.24660411 6928.96316616997
256.97349/3.329 380446.037018827 35914.5120276229 248466.983818853 63700.9090061538 194170.073750952 57701.6260827438 340434.15908648 216816.757747033 59399.4799070624 354813.533381695 67971.6875435652 315447.608952795 129959.300417624 20945.7991852226 268975.717541256 69507.9045299929 7691.70474837351 325743.535975893 383563.259394433 108886.264450887 317245.967081688 348559.573808112 321615.010349745 150260.087811391 389120.355636238 359066.301752172 332705.609728153 250735.859032921 237153.681575368 243372.673204489 229713.192772328 247825.040268732 246617.055385285 239348.104193032 7145.65754145547
297.13263/3.147 160605.045484398 184610.921605985 219791.800822899 143701.540670782 184352.862386769 153158.220638737 202059.710740441 159276.424582882 326111.454153739 174005.042572904 165342.366078735 174076.887249939 174918.081568349 146661.677244416 282089.435856409 156618.691457445 182229.141177776 168662.285125461 251222.361356304 366438.274664797 102276.328600171 226559.031855338 144348.510543555 408727.803618609 186110.910320898 305317.786644793 172935.028244143 191072.853403562 180110.940798786 186564.592603378 193591.4118317 188332.691618178 177264.017565882 192848.057274994 5371.74396524802
471.97862/0.928 288892.601647814 249127.725221717 367684.104588687 319661.491509098 321757.921859502 276779.609814021 310387.546437665 350411.328377764 299017.252012289 266909.917629328 202944.752423108 305764.058207292 308562.054812945 288273.461555241 306478.195622822 289242.997242565 306953.796345175 309235.57832029 378164.219149296 317215.243787446 264077.524401886 263917.978791228 291575.214723996 277189.8891865 311575.456471037 322254.42042711 369394.563934158 335432.663355501 261693.964691626 304130.483840403 339965.776770111 275302.000180345 264474.297870365 346209.233449912 1952.50790655701
344.14242/9.759 170383.048014546 209735.821367283 201294.440577258 157093.524029266 213003.697921069 197852.937466717 265158.911313088 239004.228264037 169818.986131817 292446.478670025 351823.797241923 257008.554057725 264316.780018 248944.010539272 223154.24099223 54079.0815133415 216599.456269615 237874.514399255 267197.863443183 225841.419225467 220781.816755243 220894.864199996 223983.368512328 12899.8022927748 221080.829307761 197183.75692377 206324.284850972 185246.578890333 195783.946544411 192950.520175939 208294.859283999 162402.052290125 224996.637859118 172138.01936946 7741.58640913685
205.03751/3.278 282184.000527388 6941.51326842937 12476.1483791656 14334.7449603458 9930.79026450181 9343.38082856143 304899.058811128 14900.8990748722 18595.9410580779 23974.887140459 10706.6956392269 330137.298301853 21554.7784298226 7536.99121862114 248242.956383211 14990.5018224595 12928.7122001739 37730.8364582365 188763.21073305 18795.8069099424 223475.516564043 245903.960327475 323057.138274107 9460.8619145104 231951.563062616 294167.199390931 13014.0659204972 93739.2794116873 92896.888580246 101978.01233465 99131.2856207579 115581.458015493 79936.4564500227 97766.7664167902 5385.8257605696
339.15854/6.532 191904.35396335 227412.859170379 198608.513634881 160443.417996079 236816.441137361 229114.938614467 274364.951433909 240325.132574346 242676.086541091 333548.044623574 334917.449628297 326122.4091095 267827.227291567 299257.40028504 268175.830375539 93822.1106477104 246721.831346352 307665.606940805 312913.765777562 255214.095393848 241315.543000207 241385.472427261 220904.337362238 9034.44641191227 250697.608907532 236166.798102352 207174.539550362 216502.157729021 220097.205891004 209453.095547036 223569.74021213 232124.362857967 207638.913161071 217480.531287232 13050.0396844237
368.1051/1.696 108079.52902779 163695.936728296 263718.565468355 173817.034453334 93049.5863909255 161161.727939954 84945.0336122186 244341.522365861 168886.095199051 218508.194558637 173707.25219374 116852.419464765 171966.076698611 253376.542721612 106818.689123065 228482.023562035 221709.933344902 236663.155866717 81369.5800335176 104657.847433955 120770.064304323 121926.355336953 114605.048866297 111423.637914339 82304.6694308247 85769.8843289999 226954.731018039 160712.299758492 150735.617654453 173020.567364561 178017.134437299 163369.427438631 154941.154243303 162057.306219727 4362.72261105038
246.10055/5.132 55871.2095037283 61972.7662578038 260163.122411222 44601.6541906795 41870.0099196811 40162.2219940862 64119.802916147 238578.398277054 132468.088133515 197514.040969355 43170.8568290093 68313.3941378247 37172.8850646272 208501.168812633 39269.5067085391 195014.678714444 168868.719116795 191978.560561524 42432.3305656783 25404.9972640092 56899.9491150906 31951.8201503139 65774.3878289895 64182.4905249584 48165.7798102759 42386.0722843366 150005.101344899 107212.322078391 100823.280532575 109019.36458122 102196.748925102 102523.221108068 121687.841713923 90636.44882748 5350.55451754602
284.10497/5.518 116057.3857436 89670.5017377765 95020.9385409433 71472.6637674574 96735.7820496967 72445.013211649 165879.164984674 181765.3273565 104389.599922394 146371.967488041 111704.992035518 245435.9804219 107692.513364089 88490.8980535456 207075.981957106 107272.353129544 71746.304716451 175926.138515308 166789.877090865 135370.807768088 148026.586766563 179960.214322807 132582.821863432 64136.1743855699 142866.031120206 132466.177171062 127581.992495633 120372.656987813 133641.363489848 142869.474908111 131503.768783318 131860.336487961 124115.769752132 134119.878082443 5016.62670802317
417.16374/4.33 144857.771601999 58496.77937517 25884.5198284805 71409.7414552949 33005.558800211 67966.8137129446 148804.514153887 17391.6449948875 32891.987603864 47006.425153863 76977.1703632578 212338.939654017 68212.2795900331 42608.2324881093 241198.156302733 37739.6891115473 30116.964171684 49566.1507733092 119341.394176113 52938.9477322379 172669.182510978 121148.342997902 233420.322825089 50535.383683076 209655.809239827 206208.439650773 24189.5858245215 99580.4782267588 83896.2601984454 104331.646581695 98410.5243230645 96865.0619186524 85940.1329859651 101132.612106513 5349.62043024003
244.17881/3.362 64698.1664742207 139055.863111714 229851.86615295 91612.350538414 76117.9787082308 103054.500450641 13277.2455788384 212336.730244364 135852.169887919 146367.97122685 106736.572240282 37452.3930043021 75689.3270936739 190515.718065128 30067.8031066285 170048.424541685 168247.679086332 182268.386408214 21703.4757657359 17473.7307373136 45075.9812638504 30375.4824994543 40611.0199303777 62166.1373908935 26112.0995131759 27745.2226553522 167200.569558447 90233.287995631 96115.7722611706 75764.2064269133 78400.8269085024 88315.6862040473 95224.7952774509 84331.8326435434 4882.59112690843
224.06623/3.365 14251.3495935889 66163.9185305227 160471.531955926 47211.8779153034 68637.9337569988 42148.2629124616 39832.8106620409 120375.340786952 135622.289029256 78798.7814499622 54249.7450889877 65432.2877762902 99870.8680864293 92977.0807687305 6654.32392474048 84028.576139882 147879.189616143 84679.5724360853 19733.3476227621 101956.810483744 11235.6698046342 15174.6224494295 7597.74399392253 83369.7703216232 6757.89188152135 12741.6384377925 86005.4817817352 105168.080330108 138804.771969679 111796.696066363 129911.925490635 128172.133396896 119747.055054637 115042.246342539 3579.9633441233
338.07985/0.843 60368.5744485344 42909.6387845854 26783.862819576 64149.7020207631 43179.3880442896 73669.452374029 50476.1240409665 26642.4928153633 78358.7504015828 37810.4739730933 42835.426056758 100559.647972809 53020.7566075809 45214.2950251209 49410.5396320046 47159.0890044208 55124.8496764122 47885.3415511601 139666.162690846 61017.6823536405 73602.9026141977 56664.716443759 41326.2399413879 52155.5638868777 52135.6219426971 26738.6064169045 47271.8292840063 58943.3348027003 47250.1139225753 52040.9968570544 52167.7597708036 50244.810572945 56168.3978317417 51116.490335257 2257.35395002414
193.09511/1.634 53933.8000196857 32235.4247495027 33161.0031503247 117221.750889285 47150.225814126 124677.279397182 37812.3840206107 26292.273550275 73703.3248686989 24015.2245804414 21514.0023435587 45699.4146075203 35925.1012030413 43642.3651146117 58829.1125236489 30463.1011941282 38595.000273417 28173.1222678415 56193.4689163127 79205.509028174 27090.4925361761 67275.1716110182 36655.3155026038 100384.344146294 62050.7917145374 57521.1531941452 30191.9714024901 49223.97571313 46445.5886930402 48604.7377823326 43838.4466635376 48279.3118324407 43220.3702144487 52520.0638298649 4177.67577163763
