Sample P15 P19 P26 P28 P6 P5 P9 P22 P21 P23 P4 P14 P3 P18 P16 P20 P17 P24 P11 P27 P8 P10 P7 P2 P13 P12 P25 QC1 QC2 QC3 QC4 QC5 QC6 blank
CalcMWRT A2 IBE2 IBE1 ENT ENT ENT A1 IBE1 IBE2 IBE1 ENT A2 ENT IBE2 A2 IBE2 IBE2 IBE1 A1 ENT A1 A1 A1 ENT A2 A2 IBE1 QC QC QC QC QC QC QC
286.08062/7.449 81426.6454221436 346105.080311744 142809.024037317 366045.800990378 11773.799409958 251310.53399701 358074.973424777 415547.180106348 4671402.0431746 40759.3768334094 47374.9365074534 26784.1153752799 36131.9420582393 128760.419511975 65394.5412549536 249590.473963076 430467.612326577 65987.2545280494 136933.453816645 77331.3589964773 42830.5938172277 42233.8518203934 17369.7734867906 61286.6946806854 69890.3265923739 212709.425400979 42351.4317210622 109562.192599098 86836.5406133677 124258.778828643 109220.192949242 97976.2914950143 105322.138448999 9159.90300416133
145.07436/2.95 891522.823369219 199899.594023825 324046.88787226 208864.945998436 305090.042023724 251698.989140301 780208.91383857 309602.286605423 321891.611352102 277407.669885684 255657.543409839 731232.234742608 164681.711739761 221429.714751886 708371.574443612 240384.990248331 335643.642361664 206771.714787924 549826.160978103 159817.598372956 459177.83889756 538117.032445253 699962.34988106 152441.908771596 739876.77045612 453083.780469877 149643.88165179 645012.142521919 614667.893209431 558486.20174833 585456.659594971 585254.584562149 633860.06723676 280019.125362702
378.07777/0.529 2782734.41035629 1355698.29042312 945363.978997286 589922.261540029 923286.539779421 599653.57700104 2593676.4980905 455148.496170788 682330.756526306 640476.043684808 1029203.74515405 2801881.67272421 581162.454784046 683256.235734097 2110474.85891539 763169.313345436 1125119.78995455 658480.626539788 1403129.35891191 852275.764734897 2311377.53166802 1847406.75201349 990598.010546061 1047015.51882396 1976442.5356652 3966935.58637316 507920.880876541 1631910.93377419 1682488.18683126 1420165.90364486 1384227.72936864 1406428.12709326 1736298.88015783 11365.7240595007
284.12654/6.598 1249580.92633303 1691378.25257102 3359437.90830534 3079405.21541653 2130278.64771525 2048997.17465855 2399950.50271655 1820992.94677491 4187484.35167407 1224640.34340151 1956300.96407219 1510055.73547708 1792833.34047127 1779786.3749331 2152384.61546042 1567339.32227325 1821472.03442758 582730.545231457 2364653.41526906 4496317.55336286 841236.62724146 1903946.02535638 644869.726369724 4015956.90775916 2241657.49084195 2422791.84514225 1178607.49925971 2090746.09946938 2178136.78828977 1888211.3769532 1687713.28602932 1871740.58649857 2284098.69686316 5001.11757880577
390.05881/8.056 2712582.15548364 3082112.6292314 3305655.16430214 3445340.60142661 3802397.48848713 3543309.25058518 3493622.51620839 3282487.77920395 4367699.58696393 3158857.80515775 3572661.34899442 3166579.51584694 3994435.43802182 2968030.47488673 3357223.06933508 3417163.5606272 2789130.59819151 2677763.21413619 3658419.08090632 4626499.10628224 3092817.69577691 3933320.15418118 3038135.06170707 5225476.5333901 4185072.67858484 3726252.38659729 3621834.78654794 3336233.77986218 3322035.05840821 3584654.63095924 3522930.55425336 3517871.25291052 3209121.59926448 7889.30084643032
188.01488/0.663 311802.619980903 15593.3747532739 82783.8141102992 11705.1575741547 14976.2750272847 229775.168042524 1699526.1256332 378052.009954573 7728.76985045361 457081.883587176 9642.74018741744 42941.5374074866 281308.262931399 4529.78672100307 66794.1783554396 40588.7122634486 11991.5469765628 103481.339384614 1189776.73367959 589885.266990862 170429.76992167 135644.271255723 147132.422374255 49469.9475824496 3669767.0080952 1305241.24873023 506976.830118184 300534.197070887 348282.618053163 278401.770225566 417381.664561275 386728.965033541 272251.206737035 4828.44931480468
202.00515/6.508 1252264.98264793 1533858.32195592 1968003.74602626 1177567.82483599 1127587.71231147 1262489.72648212 965571.451726677 1364389.02526217 1343165.4443656 1321066.94909213 1105090.22701367 988765.447866334 1097883.92403948 1314303.87760964 1002529.32237472 1145987.50580551 1165611.31948159 1133419.95490603 1138091.26935797 867722.180442031 809304.455558807 1492588.75160004 2605497.63776179 1029551.50514629 1118906.03229317 1210148.59484934 3323173.01292147 1335460.13572266 1324484.75103079 1236612.48569886 1238632.21334292 1545673.56497657 1201750.00728933 10142.9936255132
225.87393/7.552 1326457.92233918 834284.100102753 2364187.98594714 1134910.33685711 1540229.97631608 1079952.93114736 1931199.88339867 963504.539248673 1818518.54489677 821819.159865095 1223089.75300238 621990.245891874 1977980.03706178 822296.759674223 929475.675753215 873329.736340938 1494910.32591527 971568.336156756 1587845.44967828 2625040.70673645 1188065.99750473 1593971.42724664 552977.955209132 3628819.6875814 1296657.95872515 1078671.96103165 1071271.8376598 1367465.90429325 1458016.25363553 1322924.45249815 1390687.95013461 1407047.18181243 1387650.41025301 12207.4074774694
294.05683/4.867 3731258.12762645 3312341.51850257 3418360.22582497 3035286.19810879 2998373.98612682 3126669.63376661 3685843.47199005 3543074.50057143 2619162.50929004 3635070.61017241 3362007.44688215 3789328.35687043 2805355.84382214 3615028.59616697 3989656.50468937 3703545.04602733 3513547.30439292 3577421.82226376 3967007.49487152 2146523.30899196 4024094.74074906 4068782.52205354 4305572.6861865 1410621.39045767 4257402.08771957 3955644.52832273 4258826.86564523 3585319.19631305 3545997.10274677 3655667.63821532 3501378.35790585 3858556.2205196 3405328.02133555 11601.9664424478
422.14158/0.522 802566.412822014 1461539.93908085 860268.29590154 719565.488893617 757169.577254094 1025598.36457534 3785423.10221287 1395852.72483943 46239.2945113195 3872501.89739976 2879330.5518955 3181966.33057206 402454.331638544 2929663.31849299 1059687.8842975 81248.4391985252 2403633.98366355 4020480.94609646 2989893.65841507 192068.77126414 1587837.68557596 1397913.59034491 549747.908603761 20375.4484736813 1631975.90301894 1143325.3504473 1292618.89527262 973458.315434702 982529.686604075 909191.011706699 842031.216066273 979896.629979253 974172.984374779 9166.14917621705
232.07007/7.148 391207.683368436 523716.200019474 893430.136045962 801104.496472251 697022.765457821 644540.47466156 800976.725453261 568082.173046484 972050.275106995 281118.509786602 482691.201396528 230400.977322387 771096.113253737 529168.120489079 464801.776347845 445344.759942156 563381.104280603 398782.531888271 602125.560833282 940634.403549813 383884.817564435 636112.498762393 219737.910106541 1022728.80967353 574957.78396177 545444.004836962 418185.692001403 925613.818410236 906896.778798181 888680.456981836 981166.529601061 828944.817855147 949150.002723445 7325.00874631427
481.3178/1.875 2837781.07089528 3875875.43709599 3503342.48118353 3627671.24296378 2853537.03548198 3246404.78020637 2338684.71227709 2757187.68349554 2308264.2068937 2892305.17781751 3485996.49465177 2455756.24336803 3522095.95589972 3355165.90148136 2645044.039012 2533266.25466767 3727739.15589541 2998795.84033463 2759544.74881968 2724553.95987283 2804330.56004958 2626253.21060676 2419504.16340167 3492470.24222768 2789915.39533386 3103074.44786036 2503546.90177368 3265534.34166743 3180728.26597134 3098068.98568155 3028271.5942509 2958299.47419012 3329566.66286326 10965.9252077925
250.01524/0.839 3852427.75002593 62468.2616714994 208605.851092871 79111.2264974026 59158.3294791943 77425.2000961494 2728212.49138435 137944.365819183 78931.2052006386 211655.281080136 93206.4683011927 3076717.83454245 82490.4301110019 94855.6491434008 3313024.59382409 92445.1542980926 231570.637831088 215268.532743887 2278259.37524023 67358.1143756787 2497729.21493906 3343777.84763521 2612153.53072742 59633.9405917415 3168867.30915732 3206081.06206476 134334.252457379 1296721.95991941 1292556.287745 1179977.95826229 1261865.96670424 1245454.65204183 1283283.91228535 4740.99056521799
284.12649/6.528 1329734.11419524 1577175.42462542 3234994.03125289 2134253.3380636 2042239.28553183 2102050.5515872 2002349.07928441 1473083.61676293 2601973.28131269 1020372.57326633 1525814.2697014 1126840.99077346 1864686.89197308 1338840.85883931 2033766.9391586 1344869.6512752 1431717.35478625 506578.310320217 1771357.64273015 3541616.07993744 706391.967849899 1440777.37310352 652066.834055647 3108063.26459001 2169767.88878838 1862303.37244481 1313621.12185177 2057787.96790918 1791595.89303352 1676890.5475795 1688162.02143477 1626022.62459089 2017778.74257689 10738.7060024294
252.11882/0.54 1051302.99258325 984780.906431461 733074.889170641 604989.008084129 736040.649876965 1355729.97488268 941180.31011494 449321.824337516 90663.6970777656 3854992.64993102 1760799.58689358 3158832.25592897 553388.728608844 1102770.6239421 1760133.44815869 195153.759577335 796117.611676202 1614560.27301331 2295915.05312853 265516.709876664 1721164.41579329 970648.731790266 1113981.95703127 20408.6854006032 962921.152408923 462576.079378866 850138.84582351 1080146.34340946 1098691.16467485 1050645.97583136 1065971.52437293 1092094.30503563 1079648.79902328 22897.8014435324
188.08024/5.664 3429755.62911939 236060.467919512 412516.559445802 170062.449636464 211708.424498615 167104.899092738 3848830.1116313 382371.855156172 333580.296300381 520368.306414819 168371.644848545 2236640.08690937 267270.316768769 224162.978615068 2354532.50708764 249463.12505564 264510.627876003 532081.690519173 3056882.32590124 266174.200162453 2371220.52508423 2862924.25528723 2085129.03533891 253277.656339891 2295209.14720502 3107780.86885335 311632.063804072 1271784.4932776 1265237.11586824 1180648.51441434 1182380.25305779 1027957.09707462 1385526.3931872 3439.207585421
298.10587/2.823 706616.898924133 769147.037940864 223415.425429861 394087.781637022 130445.392136877 327782.10283285 775902.749179737 284353.598914516 231924.668473371 119319.059849495 313798.056720293 1011714.91035246 124432.448946729 4694.25204524846 1023370.53580301 661344.315963558 99347.4977627741 177218.470119985 433390.523947955 129932.268846408 1661110.54222754 2011785.94863256 2999218.27465121 4036.61990721787 967982.52056817 1315396.40343302 247190.649830274 791832.945540025 772172.685202085 673333.479743143 660878.875423373 644394.304956543 811334.188141123 10078.8473147737
237.10049/1.795 199372.887803371 75047.552219462 229926.166803661 55288.4846256984 37959.4091288814 41746.0817254303 146391.709540903 166796.662187746 139444.895409108 99404.2243091243 24205.7343885444 157939.079169425 65413.4721423763 161336.357522535 154812.01123243 134413.053197099 116904.882863768 127925.96858445 109915.699155108 36899.2776614683 133105.858144403 124229.28893243 109769.993864054 46998.2885598753 112241.801830898 146155.255348485 50557.1567385463 278178.603367993 261628.592746276 263528.392643574 243285.098429411 241106.478166786 282240.519021918 10643.5625292886
268.20428/0.815 3216297.51546944 738080.667549271 325299.859478508 944497.889563268 1137392.07956478 763966.110963929 1369300.95650482 575141.884814588 2567475.75885303 324874.958901192 508517.973477727 3009226.8549004 949075.229695951 240123.792746355 2490972.74028574 394002.181821632 357171.628290647 394633.744617061 1326459.30586987 1469289.27804243 1314455.90281816 977701.987065965 805924.069974545 525846.041390758 3093103.23325651 2663910.63552499 282445.687533309 1105937.11511437 1126480.33297591 1119156.6470743 992231.775454734 1025694.78548549 1169780.28734626 8563.58925492333
288.01573/1.462 3225064.7393006 111035.043356564 212615.015048777 180491.800017305 138735.24201004 155965.438295118 2686213.79348473 147333.062323327 181061.810915428 109063.30643767 154238.68130111 1709897.68855442 243010.701372574 144124.767580729 2761849.11782359 89605.6588675314 256097.408611549 149564.816549689 2589205.14159863 134210.317816482 1885557.61299008 3175149.0806286 1542388.05436119 198178.541997813 2260471.73706408 2494856.94031646 123310.364479308 1515594.40782786 1485870.39347495 1365535.28479081 1272291.1589205 1287245.26269584 1578761.46835667 8851.80129122708
376.22862/0.6 2428491.43839596 2034797.41883722 1214759.81472836 1984581.83160401 1805812.15805396 1927798.53362859 2281597.63174631 1128906.6233624 754284.265354271 1351507.06693894 1751822.75553456 1829699.45027194 1700997.46984436 891575.959638583 1706886.70225162 998904.524236017 963825.493278387 972497.521870544 1765358.50635506 1725940.03853928 3397354.4325334 1398169.93617269 1952841.9963113 1422029.51881658 1330735.71691147 1184589.11313656 832907.921495511 2288024.41377986 2347720.6488985 1744053.99130969 1759889.59999092 1504277.3767688 2668027.58221559 4152.47167782339
195.05711/2.697 3511788.47686703 2203140.07103662 2939244.52392312 4023175.74880708 37984.9355745138 1885017.2475806 3070384.41417236 408290.340119955 1412893.21313887 152356.133821844 120054.696520832 142462.49503345 50357.9166130051 192664.409128195 186862.400883927 180985.002633733 1290293.68131737 133209.3181185 608675.965466278 44366.2392752339 173411.603477786 240587.708359564 223694.254771028 53185.578978568 422177.346613271 303132.86412827 117686.281045203 217587.41812009 208627.845636237 195224.168484003 187924.547555069 182665.881548448 221415.037356973 10410.1678298938
138.04336/1.481 3967671.87109968 307090.559305122 725017.225579294 391042.881753448 415773.927581831 449696.742150527 2851152.74207428 630734.488370945 345516.285453501 827142.20056808 337895.055532192 2319115.99553362 406028.108093051 324974.37294773 2499578.08996449 175195.361529186 158753.149630241 900617.905386115 1773468.02891012 355419.016753169 2407882.43022889 2786990.71086288 2140153.70790165 300590.810389247 1902564.94000179 2643374.72876107 669444.015140754 1344483.13609408 1276708.95771513 1243799.5249161 1206585.44721363 1168166.56417454 1364828.62832929 143456.509278659
307.01374/0.514 403981.290400077 1182774.83052885 699660.471129792 903547.424022946 1515200.40936932 1242032.09753036 1955255.53673472 2014631.78384594 938873.910530832 1174541.93010161 1446789.06093977 1464587.70459242 771925.553880666 3352186.43158115 1286760.46191643 889130.943251622 1082974.08277658 2458209.06905166 2602363.68548442 1659040.932791 1061307.16293916 692409.726329208 198957.529713471 20911.2363998286 1834560.81472113 1742806.34057066 1752096.16684964 1617762.87771518 1707352.02348854 1765045.5959623 1718064.46982096 1650110.50232615 1690420.35486004 8439.17590221202
350.05955/7.342 3047176.60853458 126273.368663133 304015.92772653 255760.4276298 104845.101943106 138476.545513679 2652745.22211516 264425.868870089 133548.363512532 778957.750080353 97967.4712900898 2159370.65832148 138863.405154213 224384.904038047 2820528.44741288 216190.448791771 322908.619731331 594567.968654638 949947.773349491 145665.87482766 1490367.92324169 2379504.66498202 2567362.75441697 93109.3598113337 1699340.14181579 2976241.03083923 343151.034734531 920098.088084157 1011577.54227267 951718.240906033 929304.883409035 856366.568563995 1039917.32089606 4006.4042526755
274.01535/2.912 886880.829216856 229892.198516184 1445784.86313282 138764.273270841 136644.877045108 119998.186273691 1817662.47729577 2263620.5854145 533593.779444844 2126057.39855538 98964.2323453511 3322473.25442972 357401.049883794 766289.524462749 557870.245512354 1487807.89767414 2250443.19861832 2920133.40541048 1222454.0908717 60284.4644188057 856791.643454672 784585.92964811 931565.474323811 91788.5370343179 540053.070732832 1220263.84300134 835796.983514008 1292439.43980318 1292738.23747496 1212372.26033835 1200164.28307345 1247031.93789171 1307602.33379701 6354.73977614164
311.02046/0.518 290511.388520523 795024.1603398 498846.748391193 692433.674043949 1705332.21401086 960283.149570975 1495468.20281955 940958.53436754 315697.946912623 951253.936757795 1557235.19881698 1258116.2454036 1729137.58595744 2055589.61885604 1061567.34857951 157270.300683839 789138.075048238 1825243.26056258 3105943.39570454 2169502.47138222 912806.647439338 787327.877805673 126291.43671854 20078.7006087978 1554192.23897687 1384474.5504085 1075868.78724005 1310121.61182976 1430622.14547177 1276160.51529031 1104307.08310753 1242686.37249508 1432772.78907352 10399.7048681705
229.00488/0.829 1639094.66605703 47176.7462571854 37296.0455117714 15076.2277981183 211612.551230022 8320.20516433781 1283818.50714239 126750.90965844 11250.2574302248 136246.733788633 66856.9169662533 2271719.69007992 128892.437308317 18529.2785213128 2138253.64546599 46925.2575076849 7543.64979693715 165889.820113238 2815329.89853964 116546.813437211 1576571.92189454 2866307.55686268 1226265.2739764 157784.922141277 1787740.50508714 2085540.33130741 213713.946271906 1058700.75090008 1053292.4652066 994429.078340053 1013323.16032118 974087.441310271 1082284.15869822 4987.47809083515
131.05866/7.105 1359769.6693573 1505449.56692753 2182541.61217264 1671900.56022977 1296474.78771773 1542637.47067873 3088841.80178536 2199992.64321839 2424488.57146494 1275247.73036337 1549319.57989637 859652.773277395 1856779.43784189 1350135.48315341 1199365.37890583 1892666.80792037 1312337.90155312 1543046.08333018 1397316.09195907 2515521.93966552 959796.683665093 1772448.33826108 917475.340238141 2757960.21763167 1848015.90156634 1678019.00864997 1403156.74519513 1780931.20813352 1802220.60453973 1793521.39100514 1612519.55006054 1750409.8082806 1855235.47606801 8267.41612068567
320.03186/7.775 1414703.43901495 1442636.91232129 2080148.82134983 1496051.17232827 1884359.94264725 1356213.83708247 1980252.69932512 1111597.04944802 2693387.17968832 1091441.10848138 1672449.80336933 1303353.33213417 1278231.70095559 1299655.22758849 1666351.20457121 1186767.98867136 1597842.15418631 1076424.15227331 2013973.49233772 2753107.80460274 1117312.87327544 1947813.38298239 854246.738560043 3204688.93604671 1627766.06356733 1751229.84015119 991570.01945898 1705798.32983207 1576193.32804613 1465075.23310596 1515997.78048894 1357755.1846085 1780697.27998221 6424.21824751612
338.0465/0.526 1397721.05395426 1240259.08186901 850660.714826015 716778.02357095 721088.516566961 675365.717029908 789437.750423088 431575.906590033 21454.7611563797 646006.171827635 866638.192043718 1051471.13177052 772907.865265456 866595.611672729 1289678.44621751 581559.289315984 1180631.84501714 431587.750891788 751648.728880726 693472.8850721 990889.302565099 837994.970314535 949613.703768045 915660.698168856 1418929.2959761 2671343.72593666 414936.024027189 1169510.99680755 1039710.35072331 939821.297733938 943106.304922713 989179.817590872 1126296.84984161 8894.85690609724
309.08119/1.721 2161351.64036307 1212446.1938521 2029880.3730525 942403.397284942 1138939.057232 917914.608230792 2086561.49585862 2085798.27187746 1022381.39222923 2503605.16260409 873737.336855448 1771960.0678695 1057497.98760483 1078282.37860708 1936417.02658131 1411749.05559734 1774608.16608039 2320530.12138205 2069025.8895989 1152006.93261612 1706419.65646114 2010760.08968036 1693678.85052393 1114531.65232303 1933370.87006274 1548732.92153559 2792575.83418838 1701606.41310724 1742041.54174453 1699989.4381357 1603959.0099383 1723907.95867264 1725000.85117755 6309.95317656855
196.14674/0.817 3500324.80364811 507972.172035608 835496.502842446 602510.195906505 984634.889679587 405671.862533664 894348.799810018 265092.521669034 370688.594417344 661935.540254141 530861.384172514 2477581.77339115 531433.916547412 515132.097093843 2188095.55789073 248436.224974661 505226.586654795 477281.325588002 1113125.23019137 938166.134384622 843732.595418026 695701.914613195 920313.718202034 651809.437915965 2039497.78248173 1346991.30113677 488261.128313758 820490.53827475 844168.402650041 797488.672938683 742605.035537319 782580.340428061 852248.344473077 28762.4646751848
175.06379/1.388 1428087.9180933 311884.641040169 1204732.27951658 461795.716834106 391133.807112542 432674.425725196 1174109.55300343 914295.713762594 348006.357022036 1904184.54027804 548494.033831133 1236216.8510695 407245.298210794 458010.047098319 1148134.57183011 478325.932989275 969790.886743975 2909552.70108901 774728.095581295 249818.470203445 1169431.78662861 1264274.57196215 1554997.19232354 452574.330350506 844813.244817371 870071.40397612 1283738.25005173 1086855.85940658 1076117.29196721 1097596.70242309 893523.542452413 1089215.03312797 1102130.01519266 5561.75884155203
202.05953/7.214 2098200.74718198 2242487.36646423 2713370.97747029 2098916.30577503 1940502.43326306 2444249.90907332 2512850.60982028 1823955.72339104 2576962.14830326 2021807.01029259 1932944.24035593 2130403.87937972 1696340.35834477 2250066.42037192 1937358.11854395 1598268.27429617 2035961.88562915 2505693.35481451 2764931.96613524 2634623.44435144 2235941.96097118 2703766.43907953 1663835.75657238 2990133.33497954 2649696.99840835 2247684.9418762 1844673.81953126 2348471.63855985 2409922.7321515 1872051.79530072 2377785.19497173 2297034.76408341 2317416.53317697 3197.4538177169
103.02723/5.096 861316.989950814 553098.7267779 868141.749567922 801934.280352879 733146.190352083 690444.52536646 997927.82643297 776888.748994315 1467978.36797607 531352.848722914 545025.280223117 553895.466768228 677949.204896145 679242.226722671 940284.32671307 626424.992233666 764197.379791461 786709.355073166 1042546.60731949 1025928.71262113 784149.036682783 1074748.66382686 576683.964540192 1266820.82762523 1030288.44198978 897834.388631906 571188.903676192 902206.735671709 795917.613105626 897545.480044536 908198.083016152 971233.548543533 792888.997039099 18930.5415270359
233.99521/1.291 3305545.06531973 10768.6582139554 46853.7767599164 24351.1049612281 22353.4489926424 14363.7755825309 2550366.39518882 31512.9813526654 4669.3354307256 45646.8234076409 18570.7727022183 1980172.97290524 14063.2579095127 7423.96035664254 1562005.2224026 8387.9868078884 3575.52067867154 50929.7643988171 1477385.39263397 19218.1410359977 1760638.83376012 2342465.51399845 1692664.05495858 20294.8161662659 1460467.85188666 2305133.45837925 47279.9082622373 869869.599042497 883314.549390611 846421.559888242 785031.288836543 799443.232879083 912644.135409671 5830.91095252324
242.22507/0.61 2267431.37606767 1358439.11147631 650531.316015344 990231.246496253 1627646.03701226 971906.363173006 257064.15642456 574919.133081138 821259.210269924 948424.741715466 609133.388223609 1794496.50017318 785573.552264525 755425.153244834 1401421.28096918 730695.081178792 2682151.22527494 608857.909251468 1094084.97585624 1368232.66952964 1102372.24767048 700080.169182963 659569.427512595 838409.758186637 1751707.08830418 954991.657500426 862298.306324999 1227139.18955194 992161.271280512 915464.391981286 826282.211513967 940945.755349699 1157326.494891 116746.547284171
247.0826/4.355 1371663.10580432 1860466.95174652 2886883.44623135 1891794.55077634 1527890.83145348 1742615.19580554 1343157.42166278 2322400.26125012 1924202.54410481 1945062.51190966 1666955.86036294 1294946.16281618 1858032.98132265 2142561.81282549 1607020.85474605 1974971.64616102 2087069.79219873 2073725.35053676 1582935.57900879 1477618.15524634 1383761.4242078 1677479.07174234 1310599.66833845 1835406.79061539 1373139.17637345 1308487.38793911 2038985.78173547 2007309.18538085 1894145.2951122 1948926.54888807 1989381.1756118 1885888.89120533 1984258.0187286 4704.55458844654
234.08566/8.105 804616.661516972 811350.734254087 1919287.89703587 2146897.26566307 1564162.20107589 1628013.80531523 1406849.86290865 1047678.06872291 2153061.25013246 463592.642973611 1116158.25817429 514405.921498927 1454983.20423393 1157885.78352306 876558.143310695 832383.148994753 892711.251804908 790417.356324626 1335296.0673288 1459915.18878902 614551.84236772 1525846.26105857 238070.728405325 2312923.9851257 1327240.17630554 716379.889868558 676278.224673881 1192539.96785503 1147977.71813404 1333672.30813932 1161041.05680823 1134835.53064092 1239768.04434497 17580.7778375528
292.09845/0.619 1181339.26309372 966703.470921556 1429495.91218448 1103862.09415207 1466694.54347564 957469.845687261 1585179.98915715 1048378.86069395 1839310.95823286 703699.927722616 969331.176448101 982004.242621825 1206402.12478322 838612.884767849 1343114.70353947 805476.171506475 937406.21677534 597381.978564909 1351990.65550999 2542128.88731953 945139.83727325 1132275.83142246 609040.933895844 2154556.66603804 1427596.62922295 1035944.97596681 801392.852582921 1237819.35685529 1229889.54002192 1114250.71747074 1118064.52690969 1231546.01410967 1208845.50847671 8634.22188723896
386.14865/2.128 1957896.38360482 6122.864417204 32305.9309695411 5821.15280498998 6578.64797949053 5869.13609309566 1088025.31299769 28090.9039990603 5611.48252887369 88692.7122108299 5486.89128517269 1077066.70406231 5055.4281374572 5292.29288810283 1496541.09956323 5019.8238034455 5265.99818139676 79441.1985569684 1046329.49911189 5028.72656804965 976922.159523118 1234826.44878549 1016583.08051711 4505.76435479874 2110637.06374509 1511792.30603062 95965.5816040716 267656.320865292 253036.843355841 271177.55082569 236070.346365264 246132.161571742 271118.293242974 8719.46687874125
237.01745/2.356 1982603.02407072 272595.76044041 300757.083155992 223993.055767702 245543.018839579 220972.328734732 1886641.55609178 213872.347367607 291552.021424602 222146.002019401 266424.69350656 2429231.57295663 192076.843329127 283268.659750361 1409638.81883895 383480.717505386 322685.328325192 209084.969093374 894175.225277879 150881.154884401 2165193.26802471 1317300.9589917 2476061.54439735 181266.978818746 1487167.17841451 1548352.03986082 416314.445463298 850327.962371928 879550.738813339 888846.726877121 935863.572166263 978173.84089403 804013.834307521 10484.6881501685
104.01127/1.498 1639134.34583182 2593814.76535772 2639780.64485585 2369355.3899522 967614.853331873 2289794.7431822 2060116.98782703 2443710.52358011 2610554.84567897 2024560.2054495 1942519.95767455 976281.046300555 2015852.11768045 1944544.86854362 1221304.01784802 1510753.79151562 1240052.25474888 1830162.74074882 822494.472150094 579845.203391634 1133933.76760579 2368574.72579592 988403.066010782 857705.020335123 1306916.96132652 2033475.06021284 1925564.06534187 2182228.39831524 2118389.60620476 1994081.15889925 1903517.60363806 1910402.37068255 2242925.03285887 15801.2063548
243.18399/1.084 188035.771147246 323786.237810418 562052.075665784 250744.751884611 389299.864383448 748695.851630128 2840256.98060707 618022.978113886 247612.766616191 202039.508542617 94394.1913611599 126766.636449375 226483.024262638 1883539.66856484 379622.938386859 125840.56547106 182560.009608282 71826.1570198098 77292.5168391643 122452.668541324 210346.621633431 645342.045491695 98965.344327321 315669.517191892 135783.599078652 91718.7967077638 494303.147704494 160429.632724428 162483.79218168 144143.939169293 162937.530981143 139973.778332112 165615.344465686 96501.6795346173
281.10893/0.56 193180.793061832 243331.180069704 271690.155443049 135620.087449196 2307543.19357103 668854.501733541 271342.073306235 236291.90492917 22739.1579913225 1799196.11183969 1464833.5943772 1626354.36010601 2506667.15057793 1650006.48846096 1251743.20922298 88949.1321657986 172709.131430578 1492629.38420279 1526084.2390466 1615088.97205696 1162291.98612576 846164.031714503 391088.005227755 15209.5656225151 937392.321025528 642916.325342155 1060391.02343721 1084170.5768177 1057639.45987337 1041523.79272084 929531.038821222 1084745.70945787 1071609.77564646 11667.3726712739
138.04338/5.1 225459.789746566 175233.301152155 356030.931889943 152178.493917382 327114.006274166 204797.174135136 411670.368961423 278790.00649943 1170711.45065091 140590.419085401 202052.42506777 372425.815807039 676224.142014796 245662.993015809 2429409.81973294 383092.887025886 180570.460988991 254313.88417121 524315.781899739 418274.285182103 522489.189949449 435711.175090983 325936.972434082 503041.663184453 468771.448187605 510236.835522352 312370.867202892 425226.270773564 331185.27589273 473683.579168982 486782.529525107 493544.196327391 330511.490036421 49930.7014434571
310.01497/6.837 547617.560087657 445884.023451518 1089405.71972686 713255.62080539 735680.731568918 591438.171441549 597320.051575571 460894.084222462 1354773.32128646 278330.688733509 424267.110323822 281229.110724832 717071.514482218 464896.865237649 544082.006350558 426084.122371779 499863.395697197 355146.005344987 708008.302265857 1479632.05932778 429848.250890674 700062.588552865 212451.910826703 1582144.92947419 603376.468493203 553596.248007329 371786.50245071 723388.666570981 743642.205704358 694796.751813569 674920.860582466 634381.941864147 788022.871858005 5373.01878180577
247.96107/7.056 262707.396259846 196256.265429594 421753.792192173 319539.264487513 294992.07526481 273070.229937604 245305.122748679 285363.976385573 410731.710253019 162479.573829952 248911.441381994 190167.800408522 290803.792337025 253861.48172 66528.4984085643 226134.497390227 236690.01298389 211343.372388555 339198.196416376 283403.932968461 210318.942232863 258980.702912677 143790.503133601 254529.984517568 274059.806936734 232668.421633994 195287.636370473 662624.251199524 657777.189227973 601294.689013547 572177.241263218 617300.291270052 678827.371833531 13288.6120561873
311.12227/4.886 2043643.87757196 242341.337848417 446341.22282126 311487.316256735 313816.427988733 273463.78066182 2079597.08896879 430588.07213418 328382.246013862 406566.132377539 224627.746324007 937642.865580946 285571.438510776 326251.605157338 1718328.90461802 285854.19495606 389658.106433308 564074.099722348 1473024.18985738 140590.171887374 1534325.4162819 1531705.45034872 960597.054497715 82310.1025333577 2350823.32721593 1618952.03124705 779624.635366629 733922.800766327 737156.451228167 766855.204694005 837952.089854211 895805.990273303 638883.662498633 3708.73755994559
198.1625/0.738 2394501.56181979 574897.588432513 206517.546271963 458650.947813316 1236066.90012897 403960.844085537 646074.560379658 152164.314013475 144839.853412689 340380.579057382 275970.014416749 1419717.41732211 581475.810535112 109016.721529374 1137691.82480938 111583.657567172 240608.224596942 306789.236197688 520083.413400386 2107958.43618581 494157.023180731 702977.293945264 292741.389102369 271839.95620205 1069000.2377128 864576.524977917 203489.259037773 615709.097435035 568517.13739157 544864.252359663 528469.543679412 527436.674017136 612766.932188356 8395.97236979834
