CalcMWRT species CalcMW RTmin P15 P19 P26 P28 P6 P5 P9 P22 P21 P23 P4 P14 P3 P18 P16 P20 P17 P24 P11 P27 P8 P10 P7 P2 P1 P13 P12 P25 blank QC1 QC2 QC3 QC4 QC5 QC6 QC7 PR_P15 PR_P19 PR_P26 PR_P28 PR_P6 PR_P5 PR_P9 PR_P22 PR_P21 PR_P23 PR_P4 PR_P14 PR_P3 PR_P18 PR_P16 PR_P20 PR_P17 PR_P24 PR_P11 PR_P27 PR_P8 PR_P10 PR_P7 PR_P2 PR_P1 PR_P13 PR_P12 PR_P25 PR_blank PR_QC1 PR_QC2 PR_QC3 PR_QC4 PR_QC5 PR_QC6 PR_QC7
457.32538/7.162 "[Similar to: NP-005406; ?Mass: -121.9691 Da]" 457.32538 7.162 9874680.21771354 7525859.312551 13013110.9402465 9878351.62653808 11337416.840399 9601090.65782659 11457869.8156791 13737918.2208586 21442349.746788 5746293.42688541 8952780.36167774 5893271.81878218 9035728.8587032 7747621.8707248 7778480.64622424 10492789.6903782 6096934.67345241 5542168.57981785 13399040.9241467 14194474.0832785 5993466.46643345 10432585.3094066 5735047.57152215 25858617.2320117 42318.1244137894 9054367.65305463 11685362.5615062 5825257.10652944 33870.6646139291 9784803.40495669 9960053.33365598 9971812.30421498 9635092.31175209 9851818.50483052 9934722.09895166 9866237.57781199 7.3 7.3 7.8 8.4 7.3 7.3 7.3 6.7 7.3 7.3 7.3 7.8 7.3 6.7 6.7 7.8 6.2 7.3 7.3 7.3 7.3 7.3 6.2 7.8 NA 7.8 6.7 6.2 NA 7.8 7.8 7.3 6.7 7.8 7.3 7.3
125.01465/0.999 TAURINE 125.01465 0.999 22027005.7935783 16359606.841028601 19505632.691928 14651450.3235246 11580972.0754971 14550545.5493922 20520388.0922405 24909481.4444172 16019256.10111 3675152.35457769 13567740.7755711 10994995.9439764 24033095.5318475 5994594.70992058 14909110.3075446 3806027.99429003 10774897.5458148 15495822.3201873 19267251.8669573 16576449.833256 23610589.2224729 22746361.4694869 17427841.9485049 15465166.6930318 21882329.0713563 19619923.3468088 20142037.6586179 25278796.1534196 16185.9255701681 18628241.7628741 18605306.7121857 17969067.5543869 18108898.6821713 18110989.6058593 18456097.4066041 18718423.8348345 7.3 NA 6.2 7.3 NA 7.3 6.7 7.8 NA 7.3 NA 6.2 7.3 NA NA NA NA NA 5.1 NA 7.3 7.3 NA 5.1 6.2 5.1 8.4 7.3 NA 7.3 7.3 7.3 6.7 6.7 6.2 NA
166.0056/0.89 "[Similar to: methyl 2-[4-ethenyl-2,6-dihydroxy-3-(3-hydroxyprop-1-en-2-yl)-4-methylcyclohexyl]prop-2-enoate; ?Mass: -130.1568 Da]" 166.0056 0.89 24589553.2321549 23008194.6226707 23128791.4648236 23352850.9414053 22784114.7847958 22730032.847449 22469302.9741178 22616046.2998654 22661878.0884426 24270867.4168333 22755311.7836919 23876252.5037359 21030480.2592336 24141235.0619717 23797259.6116229 24618802.0548915 24260934.1902025 24337799.5234596 22451571.0724515 21628270.6006293 24550273.0477922 24283295.9898851 22758065.5040329 21162693.9749846 20723405.6485501 23900204.7764295 24316042.6377471 22778922.3935956 997118.637637326 23903316.8187818 23200247.6422106 23572329.4464723 23452709.3420076 23600223.9922552 23705169.8466492 23416192.2221192 7.3 5.7 8.4 8.4 8.4 7.8 8.4 8.4 7.3 8.4 7.8 6.7 8.4 8.9 6.7 7.3 7.3 8.4 7.8 7.8 8.4 7.8 7.8 7.8 7.3 7.8 8.4 8.4 NA 8.4 7.8 6.7 8.4 8.4 6.7 7.8
142.98959/0.889 "[Similar to: methyl 2-[4-ethenyl-2,6-dihydroxy-3-(3-hydroxyprop-1-en-2-yl)-4-methylcyclohexyl]prop-2-enoate; ?Mass: -153.1728 Da]" 142.98959 0.889 24552455.3367418 22005369.1395288 21988906.4842507 21207214.9995762 21326170.5128692 21583204.1349582 21736677.8951303 20390260.2263148 21277801.2964116 22224757.8970108 21240918.9509413 21909230.9329229 19855065.2916373 22691094.8439052 23130772.1610384 22730051.4222914 22230181.2732461 22497166.6429729 20886144.5229796 20045639.7073575 22822551.6495265 21871344.1673264 22174796.0911178 19526698.0797128 18832129.853634 22377824.4828174 22751299.3317639 20748292.9833301 1322270.11509947 21340747.4908423 22191570.4298676 21647183.2830724 21191862.9359627 22103531.7705683 21601464.2140717 21684356.1002278 8.4 8.4 7.8 8.4 8.4 7.8 7.8 8.4 7.8 8.4 7.8 7.8 7.8 8.4 7.8 7.8 7.8 7.8 7.8 8.4 8.4 8.4 7.8 8.4 8.4 7.8 7.3 7.8 NA 8.4 7.8 8.4 8.4 8.4 8.4 8.4
531.36216/6.776 "[Similar to: NP-005406; ?Mass: -47.9323 Da]" 531.36216 6.776 9937336.62176575 7066831.74079096 13887002.8783246 9966662.55386288 12398131.8113602 9889910.9936103 11026731.4361821 13207682.7584458 21836209.9888101 5864873.13181372 9660177.92130485 6080084.82614455 7580424.20779171 7210865.01236463 8048998.93769579 10753319.3700319 5322123.92384111 5186254.08234829 14204167.5664816 13447617.343758 5818328.73042558 10607668.0667852 5986564.22988123 24787870.8392854 35514.0384629905 9424385.62829025 11926489.3463096 6031416.53567629 28266.8740140983 10102351.8093794 9775468.04197456 9890887.9445837 9886663.8330646 9807075.29705771 9973853.74310188 9956667.497539 7.3 7.8 8.4 7.3 7.3 7.8 7.8 8.9 8.4 7.3 7.3 6.7 7.8 7.3 6.7 7.3 6.2 6.7 7.8 6.2 5.7 7.3 6.7 8.9 NA 7.3 7.8 7.3 NA 7.8 7.3 8.4 8.9 6.2 7.8 7.3
355.25725/5.982 "[Similar to: IPK; ?Mass: -0.9851 Da]" 355.25725 5.982 9280153.75272409 7717920.43999778 13192600.3261916 9982448.44725942 12143598.7636169 9901977.91544429 11227694.5349596 13209145.5949943 21855358.4189978 5913254.68770508 9028450.63137134 5892703.85780712 8807075.83766406 7861714.67679923 8098572.73264572 10618838.7853737 5679883.95394917 5696633.16061881 12771471.4581637 13814695.7031346 6476973.46832714 10549304.2203232 5303158.7661679 24221004.8158501 41640.2189193953 8722794.27323595 11638098.5436678 5802393.09172104 36654.3149502115 9633888.86752998 9929529.68390072 9939525.66756415 9916980.3400363 9997949.30247249 9744901.4994249 9783173.46294501 7.3 7.3 6.2 7.8 7.3 7.3 7.8 7.3 7.8 6.2 7.3 7.3 7.3 7.3 7.3 7.3 6.7 6.7 7.8 7.3 7.3 7.3 6.2 6.2 NA 7.3 7.3 6.2 NA 7.3 7.3 7.3 7.3 7.3 7.3 7.3
415.27829/5.079 "[Similar to: NP-005406; ?Mass: -164.0162 Da]" 415.27829 5.079 9236744.77100012 5500868.09795557 13833466.8998575 9216562.26540147 12668591.4285349 9147292.84406005 8666406.44015565 13261223.0921131 20422787.6450346 5212976.16350239 8694390.7499406 5270927.02271183 6372860.05641275 6525131.46183711 7808328.45207991 9833704.70300705 4240833.83478525 4079864.40705365 13923505.8044754 12159481.9447304 5974420.11039466 10581940.1220541 5187672.31868088 24196315.1396311 49020.3592580354 8345580.58522921 10720801.9723202 5437091.65066727 299238.93906034 8940217.55581467 9338472.5579224 9303793.70599807 9191335.15161542 8787426.43135514 9434374.61125481 9092277.15793083 8.4 8.4 8.4 9.5 9.5 8.4 8.9 8.9 9.5 8.4 8.4 8.9 8.9 8.9 9.5 8.4 8.4 7.3 9.5 9.5 8.9 8.4 8.4 8.9 NA 8.9 9.5 8.9 NA 8.4 7.3 8.4 8.4 8.4 8.9 7.8
280.18869/4.877 3-O-Heptylhexitol 280.18869 4.877 6032764.43896888 7291644.31369118 11658050.8044393 10386324.7353565 12803646.251265 4037681.16526543 9342877.59962642 11344507.8476207 18719405.2611225 3493117.98808303 8171229.92962042 5634699.45202898 7929604.97985073 7618808.77516151 8656934.66080404 12677122.5722393 3173270.99840387 3226268.93172176 13325420.1485621 8888276.22910247 4306474.19015044 12151595.9109639 4711714.15242763 27630638.6297109 214125.126430217 8051275.59429137 17262954.984893 6923302.64580519 91025.4187614156 7861633.58941661 8058715.75680434 8887877.73920558 9856802.38841878 10694996.7483253 7232525.71042614 7191145.00300464 5.7 6.2 5.7 5.7 5.7 7.3 6.7 6.7 5.7 5.7 5.7 7.3 5.7 7.8 7.3 6.7 7 5.9 6.7 6.7 6.2 7.3 6.2 7.8 NA 5.7 7.3 5.7 NA 5.7 6.7 5.7 5.7 5.1 5.7 7.8
427.94056/0.949 427.94056/0.949 427.94056 0.949 1736880.8083938 1639456.85675203 5770523.95863766 4826700.71301107 4867888.11800396 4880190.59467138 2891294.61106397 2121681.93952772 8400969.72041456 1082391.87593256 3061771.38069169 1493485.66157394 8161851.47482031 2017508.53357777 3447004.61559845 2239999.29246408 3388482.1365613 2369494.68405959 6686577.92385514 18345695.2704328 1648940.18977694 4675073.20602982 1104467.22282086 26183882.7580398 9291620.99309199 5361517.25081055 5335971.00160717 3760726.58317883 3074.47728050238 4076138.92099383 4021712.4153974 4389909.59815358 4788741.21462958 2868915.41344936 3592523.81682201 5226207.08561357 5.3 5.3 8.4 7.3 8.4 6.7 7.5 8 7.8 4.8 6.4 5.9 8.4 7.5 7.8 8 5.7 5.9 6.2 9.5 8 7.3 4.2 8.9 8.4 7.8 8.4 7.8 NA 7.3 8.4 7.3 7.3 8 8 5.7
511.32777/11.819 "phosphatidylserine O-18:0/0:0" 511.32777 11.819 14065750.2901849 20918082.9811604 18569210.4138967 20692773.9799659 18905285.5394733 20327743.3483977 13882808.5361955 16422907.0448307 12460011.0447269 9190098.96454593 17481387.6944631 11861543.0660847 23216936.1691145 16678722.2373924 12767975.5254214 15217823.6532648 13002774.2238793 13494615.4505545 8726051.43855791 14840877.7360882 13027920.5094237 11672963.1212357 12895072.0459182 19962538.8947134 9546148.22244958 9144026.20641455 16084694.8673932 13341594.8215952 9097.82228012477 16845147.3252022 17467286.8647001 17441386.7765283 16747796.8666042 16779986.7646469 17673710.4391862 16960319.6924913 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 8.9 9.5 9.5 9.5 9.5 9.5 8.9 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 9.5 NA 9.5 9.5 9.5 8.9 9.5 8.9 9.5
545.3779/7.435 "[Similar to: NP-005406; ?Mass: -33.9165 Da]" 545.3779 7.435 9704519.38497188 7017603.90839226 12406945.9178945 9615685.29485116 10908021.7319912 9308563.18511072 11125633.2257869 12084963.9286907 19954307.3150411 5305713.92365352 8808444.48750585 5737295.27625782 7681833.83075069 6952864.01247354 7516920.35894641 10021271.2281998 5477564.6926419 5215838.1173286 12616908.219759 12851717.4527393 5160915.04880677 9943653.15221115 5821814.36483375 22795516.9136273 39494.2852704736 8821762.99841049 11540273.5538492 5518748.10705604 31752.5427945511 9426898.87861496 9210634.19196126 9123230.0471463 9107002.60719756 9250609.18147794 9327301.91029703 9257826.00731543 7.3 6.7 7.3 7.3 7.3 7.3 7.8 7.3 7.3 6.2 7.3 6.2 7.3 7.3 7.3 7.8 6.2 6.7 7.3 7.8 6.7 6.7 7.3 7.3 NA 6.2 7.3 6.7 NA 7.3 7.3 6.2 7.8 7.3 7.8 7.3
146.06921/0.994 D-(-)-Glutamine 146.06921 0.994 12810817.7358682 24150831.7987006 18390570.6765019 13513125.4738994 17949682.1132744 14836190.9192133 12180593.9335162 11300074.6713157 4683459.98270732 17515614.6021819 15591026.6311577 13571327.3923672 18530191.2551244 20776853.3772893 14675577.6603898 18766123.8257343 15527898.3247627 17443408.9644162 12762090.585705 11574095.3772756 7373258.31419353 11919705.215742 11930788.9092431 13286790.2027987 14941862.3064235 9780263.40476827 12078058.6407925 18573930.0569114 18731.9005779397 17477142.2361909 7673235.21129673 13521847.1262404 16837273.9833525 14001077.2325856 12541855.2995498 12878203.8567105 8.9 7.8 8.9 8.9 5.7 6.7 7.3 7.3 6.7 8.9 6.7 8.4 6.7 6.7 8.4 7.8 6.2 8.4 8.4 6.7 8.4 8.4 7.3 7.3 8.4 8.4 7.8 8.9 NA 8.4 7.8 6.7 8.4 7.3 7.8 8.4
569.34818/13.148 "2-{2-[(19-acetamido-16,18-dihydroxy-5,9-dimethyl-6-oxoicosan-7-yl)oxy]-2-oxoethyl}butanedioic acid" 569.34818 13.148 14223707.8013127 9072751.09865125 9835045.10788768 8611943.28267801 8981334.22423931 8007438.51054571 10735808.0250872 10574631.1623422 5972733.21159401 6496017.72685346 7348085.45116125 13706422.9376081 11379408.046588 7179851.8502692 13190414.5898703 9557063.53986495 6392384.09432171 8489110.94410025 14055050.9489247 11104192.472667 13808499.9880955 13519807.8774385 14692141.3815051 10421577.7511559 22197438.8174258 14110518.2612205 16836555.7636142 5681254.92000239 12632.6380667914 10815540.1256676 11282993.2718349 11349185.1437154 10683956.685089 10965048.1919928 11241369.3759639 11034037.6640107 6.7 NA 6.7 5.7 8.4 6.7 7.3 6.2 7.8 6.2 5.7 7.8 8.4 4 6.7 NA 6.7 7.3 8.4 7.3 NA 7.8 7.8 6.7 8.4 6.7 6.7 7.3 NA 6.7 6.7 NA NA 7.3 7.3 6.7
532.31858/7.577 "[Similar to: Taurocholic acid; ?Mass: 17.0269 Da]" 532.31858 7.577 8975847.14950108 3799239.3090993 1077386.66813446 730740.452955024 180889.743502893 715704.233986733 4611752.5468104 1616504.0996088 919536.428940664 1220821.03069887 1203330.08131736 4364635.50409812 1417065.04034643 265114.183374476 4878788.01195171 231694.03488162 1937056.49444821 637337.305316837 6986817.3264011 311708.299613725 4413014.66544202 3025040.44884272 4191015.46980913 1449311.17766561 4689500.72034876 5569924.1493103 21931980.0887503 1220189.82151284 6756.5118770799 3417437.62051584 3403820.10976859 3533072.83722166 3369230.19403847 3393571.45169404 3444254.61429888 3445021.63204569 9.5 9.5 9.1 7.7 4.7 7.7 9.5 9.1 7.7 7.5 8 9.5 9.1 7.4 9.5 6.3 8 8.3 9.5 6.3 9.5 9.1 9.5 8 9.5 9.5 9.5 8.6 NA 8.9 9.5 9.5 9.5 8.9 9.5 9.5
515.29895/12.101 "[Similar to: Vindoline; ?Mass: 59.0729 Da]" 515.29895 12.101 12187967.796387 22941521.7400754 11011273.6759288 20836582.1230993 20308078.5428208 4992345.10672742 13230763.9808786 7350238.41229889 8558729.7456655 8494235.33302535 16679337.6406968 16313409.050946 22206729.4015839 18051573.7546479 9585468.12353134 14550099.4121788 13274970.1539597 11885685.2957706 8282468.06976219 14058457.997941 9021896.71218309 11528305.8638797 10748092.1066247 17950483.1128726 2324801.2541584 8814800.41068127 17011683.4362001 7736066.6692682 11103.3230468958 19438616.6775758 11122575.1009748 17878818.096448 17138989.494789 14633548.7174557 16043982.5579936 16395655.9769867 NA NA NA NA NA 7.3 NA 3.5 NA NA NA 7.8 NA NA 7.3 NA NA 8.4 7.8 NA NA NA NA NA NA NA NA NA NA NA NA NA 7.8 6.7 NA NA
539.35906/13.413 13-hydroxy-6-(1-hydroxyethyl)-12,14-dimethyl-3-methylidene-15-nonyl-9-(propan-2-yl)-1-oxa-4,7,10-triazacyclopentadecane-2,5,8,11-tetrone 539.35906 13.413 9926888.13052316 19160657.5735971 18742826.6800964 15479472.5937587 18560772.6270538 15363440.6260717 11631709.0127046 18752168.3536513 11654636.1803457 8874658.60164966 14495869.9368941 10067136.3345571 21642494.3418408 15964525.1804866 10675472.4469892 14723612.3258081 20099929.2908179 12337388.6385091 7984761.28033561 12356334.5220598 10338034.3696789 9561528.00034316 9307321.40099837 15452931.3865275 7927350.26475444 7200734.35560981 13297902.0029109 11162738.5358731 12412.6195838674 15724721.8042425 15026366.4831847 15359383.657834 14855260.5857676 14694382.9644369 15620252.3287394 15461166.9905773 8.9 8.9 8.9 8.4 8.9 8.9 8.9 8.4 8.4 8.9 8.9 8.4 8.9 8.4 8.4 8.9 8.9 8.9 7.8 8.4 7.3 8.9 8.4 8.9 8.4 6.7 8.9 8.9 NA 8.9 8.9 8.4 8.9 8.4 8.4 7.3
501.28584/12.295 NP-008442 501.28584 12.295 6496976.6508622 8261576.34809498 6276892.55707442 8743525.05313108 8137805.25376419 8417855.714794 4426363.76248246 7660828.61306927 4407021.37628767 5344167.67716474 7566217.27417966 5477558.56214207 11733825.8823574 6860506.28053685 6469861.55159147 5666651.96815319 10086579.6670997 5864263.28701791 4065172.4102695 11286864.6118797 5342950.83585515 6485156.39741794 6005076.16537354 11173438.271266101 21392970.3756772 4804291.83033641 5810473.04298607 5176104.47532844 9511.22149142947 7129485.98153503 7152917.37289642 7288127.39311016 6926484.01490591 6920845.29321518 7094707.26006541 7359019.71201448 NA 9.5 NA 9.5 9.5 9.5 7.8 8.9 8.9 8.9 9.5 8.4 8.4 8.4 8.9 8.9 8.4 NA 8.9 9.5 NA NA NA NA 9.5 8.9 7.3 8.9 NA 8.9 NA 8.4 NA 9.5 8.9 8.9
479.30382/12.292 "[Similar to: Oleoyl ethanolamide; ?Mass: 154.0057 Da]" 479.30382 12.292 6496976.6508622 8261576.34809498 6276892.55707442 8743525.05313108 8137805.25376419 8417855.714794 4426363.76248246 7660828.61306927 4407021.37628767 5344167.67716474 7566217.27417966 5477558.56214207 11733825.8823574 6860506.28053685 6469861.55159147 5666651.96815319 10086579.6670997 5864263.28701791 4065172.4102695 11286864.6118797 5342950.83585515 6485156.39741794 6005076.16537354 11173438.271266101 21392970.3756772 4804291.83033641 5810473.04298607 5176104.47532844 9039.40291228507 7129485.98153503 7152917.37289642 7288127.39311016 6926484.01490591 6920845.29321518 7094707.26006541 7359019.71201448 9.5 NA 8.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.4 NA NA 8.9 8.9 8.9 9.5 NA NA NA NA NA NA 8.9 NA 9.5 NA NA NA
257.89224/0.96 2,4,5,6-Tetrachloronicotinamide 257.89224 0.96 9928261.70033622 10220668.6523068 11817885.4481138 11377154.5713209 12792903.3636211 12074560.828118 11773616.1812499 11327116.821639 11606331.8232664 9334183.64499815 12146167.1599449 9958087.22456006 21161089.7811013 11611064.1218445 11207734.6860243 18043784.1569426 11812477.3524439 11165670.4321037 12371426.677585 10575967.460427 10774512.4753769 11512954.9081799 9274690.77131496 9665687.5085577 9165771.98208047 11932649.4137588 12237418.9359969 12128740.3418591 13084.5041232899 12010610.5659833 11246009.7882174 11589168.6499391 11730397.0522722 11922215.1161399 11473037.9388254 11637397.8715001 8.4 8.4 8.9 8.4 8.9 8.9 8.4 8.4 8.9 8.4 8.9 8.9 8.4 8.9 8.4 8.4 8.9 8.9 8.4 8.9 8.4 8.4 8.4 8.9 8.4 8.4 8.9 8.4 NA 8.9 8.9 8.4 8.9 8.4 8.4 8.4
255.18355/11.106 "Methyl 6-(2-hydroxyheptyl)-1,2,3,6-tetrahydro-2-pyridinecarboxylate" 255.18355 11.106 11952249.8090608 13035641.9956637 10949293.9525355 10238867.8731541 14458786.8574231 14442603.588978 14047532.5127856 12954168.6228997 9975189.66463231 16526491.5560493 17210068.2060465 16115174.5760108 15456680.456758 20782788.5012234 12093783.350275 3494968.68635833 10506972.5927731 14222629.1877424 11842695.8997639 14831623.2336365 11509998.2737478 11163607.9493121 9778232.18310907 302923.217070851 14893304.642185 9580287.7772462 10083040.9996501 9018003.39086017 867550.274571796 10207226.210454 10893433.270286 11118915.9460422 14089384.6046417 10658230.1653966 10341078.0434677 10975934.2875575 6.2 8.4 8.4 7.8 6.7 8.4 6.7 7.8 7.3 8.4 7.8 8.4 7.8 8.4 8.4 6.7 8.4 7.3 7.3 7.3 8.4 8.4 7.3 NA 6.7 6.7 8.4 6.7 4.5 6.7 7.8 7.3 6.2 7.3 5.7 7.3
149.96953/1.181 4,5-Dihydro-1,3-selenazol-2-amine 149.96953 1.181 3520503.67470605 11738365.0131029 11209273.038713 12403905.0077876 12876483.102248 12302002.6835294 1563785.42845581 8555498.75404139 15050955.6460087 7342765.68441429 8645564.73791832 3722546.05480932 12753152.1219718 9148128.15474414 3178231.22248917 10988663.7996493 7625655.2525873 6283215.56715017 1800984.63443815 17968626.0629184 1467115.44562355 1332761.89952034 1344105.54200882 13605685.9629659 20777151.8483118 3173255.37534429 2807161.96217256 11909488.7274256 5910.6562826955 10069588.8967359 10530800.2740632 9706599.89290287 9780541.14990185 9851076.24375163 10345763.6817216 10189473.6412705 8.9 8.4 8.4 8.4 8.4 8.4 7.5 7.3 8.4 8.4 8.9 6.7 7.3 8.9 8.6 8.9 7.3 8.9 NA 8.4 NA NA NA 7.8 7.3 NA 6.4 7.3 NA 8.4 8.4 8.4 6.7 8.9 7.3 8.4
380.01868/0.939 "6-Thio-5′-xanthylic acid" 380.01868 0.939 14913263.2110967 20189928.3345497 10243859.6515086 11853771.0318468 15576791.9724031 15569384.8063493 12887355.1976226 13467893.5270554 8786698.37547608 16784944.6677649 18363436.6210426 20098031.9303399 11918610.16096 19338311.1414876 18481019.2177517 14149410.1758722 19181360.5082065 19219975.6891568 14741413.0504057 7556594.17371375 14834800.2627883 17036697.2725067 17603667.1259656 5632444.36661442 15476637.0113285 12852224.2755004 16270056.6195642 13671949.5830051 4440.83099536527 16716796.2144492 12641448.7153295 16615163.4547789 12517349.8232616 16472387.1068813 16834406.9867733 12838361.6403752 8.4 8.4 8.4 8.4 8.4 7.8 8.4 NA NA 8.4 8.4 NA 7.3 8.4 7.8 8.4 8.4 8.9 8.4 8.9 8.4 8.4 8.4 6.2 7.8 8.4 7.8 8.4 NA 7.8 8.4 7.8 7.8 8.4 7.8 7.8
240.14729/1.362 Pirbuterol 240.14729 1.362 13472535.6812251 13290192.6561867 15306256.13919 8849784.89011635 7492605.00002711 9188441.64763696 11940411.1153117 20212944.2397962 13133226.0687835 11255310.830762 7598535.84863598 9634424.02063261 14030866.8139265 10173252.3104023 9138547.84510283 12010047.6006582 8691373.6603984 13555510.5460299 11835653.9404149 14920337.1863136 15001233.673779 11836706.8882321 11561342.9617868 15107262.6751945 13594619.3174836 9624225.73144214 11874115.7705025 17592022.4668619 5124.54657971622 13784165.3181074 11928940.2944067 12570431.4213346 13449274.7353952 12194417.4380843 12944975.6299341 13006752.7101925 9.5 9.5 9.5 9.5 9.5 9.5 10 9.5 9.5 9.5 8.9 8.9 9.5 9.5 8.9 9.5 8.9 9.5 9.5 10 9.5 9.5 9.5 9.5 9.5 9.5 8.9 9.5 NA 9.5 9.5 9.5 9.5 8.9 10 9.5
413.29908/7.007 "[Similar to: Tetraglyme; ?Mass: 191.1524 Da]" 413.29908 7.007 6978900.53523489 5806054.27450257 10370059.0931142 7519070.67040578 9149500.95167589 7388011.74931647 8774373.17177541 10650228.1028625 16852538.3639944 4531859.58519782 7025438.5359991 4525753.19827748 7015460.74055534 6192508.80600947 5897668.87598158 8034875.5292805 4568589.24948933 4380403.79559076 9846687.67343865 11138898.7215798 4576438.8564282 7826702.74913205 4274248.93621451 20270438.6817907 46278.2917807427 6588750.80711035 8619769.38066508 4532493.70541223 36862.6207562727 7463313.18532788 7659781.86300483 7816585.11121778 7472250.72162989 7654968.88920304 7611678.80516573 7584567.17872847 7.3 6.7 7.3 7.3 7.3 7.3 6.2 7.3 7.8 6.7 7.3 5.7 6.7 7.3 6.2 7.3 5.7 5.7 6.7 7.3 5.1 6.7 6.7 7.8 NA 6.2 7.8 6.7 NA 6.2 6.2 7.3 7.8 6.7 6.2 7.3
208.1311/3.08 3,6,9,12-tetraoxatridecan-1-ol 208.1311 3.08 586367.998426577 477803.588878332 588659.554600868 524359.828118636 435507.322764156 663088.853444621 595567.201237791 1076943.74888738 488783.87014046 561104.778889292 615390.822830644 628074.933188595 1040163.33926173 499170.988536694 371319.684844894 518892.108996406 1840186.94336521 303188.510099895 719981.728450517 653520.074620019 562144.281520462 674760.982554609 262786.161254966 876238.453260271 345791.148202588 677184.658083392 621452.810862322 19414887.2621458 28035.0948624296 1328961.43614532 1266894.97433816 1288856.8899366 1296430.3465756 1308370.78035319 1288294.32307032 1299601.20246523 5 5.5 6.1 4.5 NA 4.5 3.9 8 3.4 3.9 4.5 3.9 7.5 6.1 4.7 3.9 9.1 NA 4.5 4.5 4.5 4.5 NA 4.5 NA 3.9 4.5 9.5 NA 8 8.6 8.6 8 8.6 7.5 8
213.17295/4.067 N-(9-oxodecyl)acetamide 213.17295 4.067 12033778.8056109 8899105.79304915 19849636.8772667 8319721.29132607 11331685.001099 8212556.31098956 4967702.69889311 12155034.891023 14556416.4353657 7573584.31018988 6974258.39139538 5245066.69654969 8401778.21245625 8549046.52202036 8095534.10433645 5967264.62126501 13957706.7206274 7455902.17329897 10918083.5356627 14515555.9688225 12600635.1036785 12022884.8457353 4016786.31621008 13713527.0797907 7417.50311473061 8604322.30797244 11163031.761547 7374782.68477144 9565.79133570453 9438063.4298029 9497083.86279339 9605444.19330607 9491467.36956505 9552440.5220209 9469160.62208553 9490308.16554873 9.5 9.5 10 10 9.5 9.5 9.5 10 9.5 9.5 9.5 8.9 9.5 9.5 9.5 9.5 10 9.5 9.5 9.5 9.5 9.5 9.5 10 NA 9.5 9.5 9.5 NA 9.5 9.5 9.5 9.5 9.5 9.5 9.5
147.12595/1.03 3-(Diethylamino)propan-1,2-diol 147.12595 1.03 5971931.13073374 146216.128265838 327686.435900395 79479.8379153348 72537.352084018 84281.1636583099 12208813.960485 656394.480300592 229722.404298533 702595.516907847 90514.1648536621 19020884.5646136 159967.538819777 230716.651557589 7676972.87164235 312273.013809008 603145.998985344 617650.916806464 8796227.95623583 92982.667343682 7400566.62058459 9428126.8127927 9704515.51820324 84369.1697346114 1642590.29443265 8400223.93418345 4432842.82102427 390663.760912123 3751.16894306498 2952855.80552548 2950938.69422058 3250446.81376313 3255196.55811837 3011969.11206918 3292187.68972858 2701842.10309453 9.5 NA NA NA NA NA 9.5 NA NA NA NA 9.5 NA NA 9.5 NA NA NA 10 NA 8.4 8.9 9.5 NA NA 8.9 8.9 NA NA 8.4 7.8 7.3 7.5 NA NA NA
455.32489/10.203 "Ethyl violet" 455.32489 10.203 15799534.4108921 4977537.33822955 4224642.80340406 4314686.25387505 7434809.16420939 3578049.63604517 13736704.3326674 4718979.66274668 2793319.0806026 6079581.04511417 2964295.49404487 19420347.3429294 5833450.94649452 3071497.51891515 12435791.9861755 3058342.34214273 5472458.48349846 5327384.14874514 11245909.3955213 4753043.64942865 17770675.9487687 13168109.614546 13569411.9738878 6257211.13677487 6206890.54354366 12298203.1537366 13897979.5359622 4661195.54931508 7709.37602771323 9321101.29764184 7783583.75900396 9159771.4566658 9267248.43596251 8813480.88495396 8561354.39676974 8771339.39794233 9.5 9.5 8.4 8.9 9.5 8.9 9.5 8.4 7.5 8.4 8 9.5 9.5 8 8.9 8.6 8.9 8.9 8.9 8.4 9.5 9.5 9.5 9.5 9.5 9.5 9.5 8.4 NA 9.5 8.4 9.5 8.9 8.9 10 9.5
247.86341/0.98 "[Similar to: Betaine; ?Mass: 130.7844 Da]" 247.86341 0.98 17738226.470202498 16322458.022467 19471252.5985055 17946433.0715569 6560716.27086851 18412604.03883 17627353.3201685 17956737.275903 18902045.7217833 15560310.30905 7853504.38687533 9969533.39269141 17571547.6736869 8302276.42426392 17316981.0760131 17292175.3698245 16964072.0687498 14653034.1108359 16784574.2985392 17044589.0520456 7689447.57832206 17225544.8521442 14405536.9152068 15905115.810829 13092526.8143103 18379941.5975915 13901168.559407 15757938.998633 4732.27644079609 9066580.65838203 18636144.2332645 18671669.7462583 17886122.7488102 14626422.8055687 14923494.0483765 14514942.4777712 7.3 8.4 6.2 7.8 7.8 6.7 7.3 7.3 8.4 7.3 8.4 7.8 8.4 8.4 8.4 8.9 8.9 7.8 7.3 7.8 8.4 6.7 7.3 8.4 5.1 8.9 7.3 7.3 NA 8.9 7.3 8.9 8.4 7.3 8.4 7.8
