CalcMWRT species CalcMW RTmin P15 P19 P26 P28 P6 P5 P9 P22 P21 P23 P4 P14 P3 P18 P16 P20 P17 P24 P11 P27 P8 P10 P7 P2 P1 P13 P12 P25 blank QC1 QC2 QC3 QC4 QC5 QC6 QC7 PR_P15 PR_P19 PR_P26 PR_P28 PR_P6 PR_P5 PR_P9 PR_P22 PR_P21 PR_P23 PR_P4 PR_P14 PR_P3 PR_P18 PR_P16 PR_P20 PR_P17 PR_P24 PR_P11 PR_P27 PR_P8 PR_P10 PR_P7 PR_P2 PR_P1 PR_P13 PR_P12 PR_P25 PR_blank PR_QC1 PR_QC2 PR_QC3 PR_QC4 PR_QC5 PR_QC6 PR_QC7
430.2027/6.999 FQH 430.2027 6.999 5973288.00872392 6239233.30412326 5611352.29105119 6347752.37479766 7605061.5100181 6271213.1532772 5500021.13540767 5124588.26846362 3665664.23085165 4450851.87630678 6444228.42273074 5056882.80043671 7419669.84856747 5047504.83994885 5951854.55935221 5768762.64883936 666594.324024526 5789885.55784205 2320910.44818308 4968088.85265637 6446196.04101034 4344571.29177267 5906099.78843053 5949612.5337684 3291881.03346396 4488753.43197872 6961651.42105114 3425852.82285866 14201.3244440459 5339875.40729603 5298889.54446104 5374926.28852583 5283000.91794784 5331683.0206153 5314898.41638918 5345178.31707617 8.9 8.9 8.4 8.9 8.9 8.9 9.5 8.9 8.4 8.9 8.4 9.5 8.4 8.4 8.9 8.9 3.9 8.4 7.5 8.4 8.9 9.5 9.5 9.5 8.4 8.4 8.9 8.9 NA 9.5 8.9 8.4 8.4 8.9 8.4 8.4
517.31719/11.483 LysoPC(18:3(9Z,12Z,15Z)) 517.31719 11.483 1831654.21336858 2399327.2513397 1617625.68609002 2838517.06699016 1435364.23337692 2578414.56680531 1399394.16997967 1636703.5724224 1344623.72214838 1063638.2529935 3222350.10957955 1909328.15776476 3141083.15086926 2027672.72342235 2535641.54829347 1743169.52813519 1849916.63722244 1796266.9803162 939405.089983784 2699203.7178022 2602124.11414917 1826773.47172376 2280634.08758337 3909933.23120274 7708260.57992205 1722570.39275508 2185546.52143102 1207862.2505328 8397.80276045109 2235335.60449858 2230304.08301628 2292007.0062166 2295627.61423898 2270633.88269554 2240065.38578474 2234767.35438821 8.6 8.6 8.6 8.6 7.5 8.6 7.5 8 7 8 8.6 8.6 8.6 8.6 8 7 8 8.6 7.7 8 8.6 8.6 8.6 8.9 8.9 8.6 8 8 NA 8 8.6 7 8.6 8.6 7.5 8.6
537.37982/15.006 1-hexadecyl-2-propionyl-sn-glycero-3-phosphocholine 537.37982 15.006 2878888.52011079 6164325.85496171 5369650.09603102 4250773.47102218 4080677.24200023 4120237.37536005 2669913.61979313 5731552.06558441 3439452.91974076 3612012.07992542 3979483.61005669 3817884.19648877 5186083.14321997 5355418.84913719 3674305.86237962 3312329.99597068 7621124.47773684 4968519.49843023 2228810.1287872 2256476.67263885 4113764.29375588 3287689.37761587 5108498.4625085 4192700.34423812 1732042.19084513 1958121.77474139 5434126.41724596 3602968.11419299 15596.7409048803 4856708.84701989 4959665.24795425 4867588.42652938 4735301.27075572 5034846.10583549 4897097.12014687 4837744.83898207 6.4 6.7 7.3 6.7 6.7 7.3 4.8 7.8 5.7 7.8 7.8 7.3 6.7 7.3 6.2 6.7 8.9 6.7 4.8 5.9 6.7 8 6.2 6.7 5.3 4.8 7.8 7.3 NA 7.3 6.7 7.3 6.2 6.7 7.8 7.3
525.28537/12.278 "lysophosphatidylethanolamine (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)" 525.28537 12.278 1507709.99466167 2307788.6420147 1678615.06156409 2642259.62966905 2539780.12828794 2567136.0626374 984630.697687873 1740499.88984364 1065494.93214781 1404888.11235997 1841918.73019026 1071034.89563285 3357601.42710708 1653319.21967279 1205815.00300737 1830174.03231607 1478401.55333626 1371929.10113703 789686.828464018 3137227.64895514 1074562.0206823 1121373.91410114 1152207.61716438 2899761.50114773 7516458.37397334 942871.935798549 1487965.62513941 1097920.16585623 9108.3688637043 1826109.16278585 1812077.35040898 1839016.52246493 1654609.76363439 1776340.49310285 1824838.15966525 1842734.99717144 7.5 8 7.5 9.1 7 8.6 6.4 7 6.4 5.9 6.4 5.9 8.9 7 7 7 7 7 5 8.6 7 8 7 8.6 9.5 7.2 8.6 7.5 NA 7 8 8.6 6.4 7.5 7.5 7
623.26144/6.134 "[Similar to: RPH; ?Mass: 215.0381 Da]" 623.26144 6.134 6228132.00523928 6259292.33868006 6871594.61867478 5647351.0056004 7263496.46281572 5556233.63848663 6076078.42389861 6025202.0773468 4598043.40606272 5570820.0881413 5417766.27121544 5179247.97474629 6891430.31925085 6551860.48361746 5678280.76026397 7487669.27345404 1385266.62818154 6190768.97222792 4458784.09573889 5528594.60836032 6591417.57167546 4857742.52035909 5815256.61062915 5169058.93100613 4150032.75222959 5361487.30837868 7186414.39142014 4980967.90721869 26605.1674996276 5842021.0654364 5742267.85189266 5764163.17603494 5897887.4178633 5836315.20597405 5841821.79334153 5714956.1473347 6.7 6.2 6.7 6.2 6.2 6.7 6.7 6.7 6.2 6.7 6.7 6.7 6.7 6.7 7.3 7.8 3.7 7.3 6.2 6.7 7.3 6.7 6.7 6.7 6.2 6.2 7.3 6.7 NA 6.2 6.7 7.3 7.3 6.7 7.8 6.7
441.8713/0.885 441.8713/0.885 441.8713 0.885 5436886.79975222 5675136.70558777 4829159.0708726 4721092.03754089 4343685.43163882 4873008.46168804 4985770.43368148 5622077.62745304 4752986.69196324 5695039.07761555 5134707.17482928 5646220.41543674 4779709.64335862 4217333.54883913 5323909.26382418 4934693.65710694 4331733.31684707 5521495.50716878 4845021.7688179 4534237.0869199 5284478.46373972 5147921.49527142 5080164.82996836 4517585.8029697 7410993.75737136 4791880.07472651 5200184.1546319 5507480.42271804 5156.694314661 5422876.73834962 5140134.07811661 5260155.44791283 5335539.81414271 5369392.56085382 5320703.78502302 5202298.79729005 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 8.4 7.8 8.4 8.4 8.4 NA 8.4 8.4 8.4 8.4 8.4 8.4 8.4
360.15354/1.669 Pinolidoxin 360.15354 1.669 1873209.80489761 3023357.50448322 4742681.71814369 4051017.23982124 3041394.049381 4710116.43615042 2905333.7024548 2545238.55212466 4716613.53854036 2161811.00823127 2893199.48020891 2548550.80967884 2990585.2980198 2732025.1166548 3127006.00303706 3045502.37959751 3400755.15071906 1027863.36715232 3074222.43543617 7405051.68499752 1485935.6487389 2549316.30167528 2083421.75475253 6673097.0451003 37366.9824805285 4191127.10061026 3174109.94199079 3115642.71808814 6152.56081525616 3032598.80799624 3019756.8038344 3611744.42353861 3004730.13319576 2921522.88691592 3503831.99305151 2903510.10396609 7.5 8.6 8.9 8.9 8 8.4 8.6 8.6 8.4 8 8.6 8.6 8 8 8.6 8 7.8 8 8.6 8.4 8 8 7.5 8.4 NA 8.4 8.6 8 NA 8 8.6 8.4 8 8 8.4 8
663.441/7.19 "[Similar to: NP-005406; ?Mass: 84.1466 Da]" 663.441 7.19 2781109.82794714 2182706.45994364 4091626.47642914 2909622.66891965 3617518.4515054 2827806.13532798 3220709.30224137 4108410.82615679 6269410.73864857 1857341.07351925 2789626.50405234 1876291.81438953 2463271.19885909 2243535.64837543 2362951.04278005 3178962.2760798 1735810.44687571 1549235.73604575 3988759.3164805 4142573.07059215 1781572.33905011 2991809.89228215 1651304.88601534 7506868.59582923 31867.7066551392 2773861.56538874 3468477.03451233 1847328.22542315 26121.4874969646 2901601.09309212 2981858.82224698 2939549.86771589 2895575.90025889 2954620.11986786 2961932.40969227 2913482.80439758 5.3 5.9 7.3 7 6.7 5.3 5.9 7.8 7.8 5.3 5.9 5.3 4.8 4.8 5.3 6.4 4.2 4.8 7.3 6.2 4.8 5.3 4.8 7.3 NA 5.9 6.7 4.2 NA 7 6.4 5.3 5.9 7 4.8 5.3
449.31432/10.183 GLYCOCHENODEOXYCHOLATE 449.31432 10.183 4968580.1355375 1130848.98338748 188139.492375709 328828.307400885 258192.251389258 319154.680476165 1495592.07385425 350691.880926805 384239.441148541 440967.718088183 634559.011804458 2900085.61873656 1203125.19446378 165911.91371886 2154068.64461361 449673.367154391 1909556.37203409 339188.014533144 5829975.04773952 374696.579980554 1871155.75966748 1127011.16884531 899009.425691242 1268596.62350791 4781736.13429128 4107911.85907562 7349771.1270166 309491.627210276 7760.38665784065 1878029.47576641 1747087.98743895 1669824.61083699 1635233.17634811 1724521.35262403 1754320.78526056 1843049.23367765 9.5 8 NA 2.5 NA NA 7.5 NA NA 8.3 7.2 8.6 8.6 7.4 8.6 7.7 8 4.7 9.5 NA 8.6 8 6.1 7.5 9.5 8.9 9.5 5.8 NA 8.6 8.6 8.6 8.6 8.6 8.6 8.6
447.28088/11.169 "1a-{3-Cyano-3-[(trimethylsilyl)oxy]propyl}-7a,9a-dimethyltetradecahydrophenanthro[1,2-b]oxiren-5-yl acetate" 447.28088 11.169 5404530.52359231 6066173.34556663 5780315.79940503 5128571.41107724 6430878.85435612 6246799.42562813 5803293.82144065 6227025.92149196 5011331.87052417 7463048.56491112 7323189.02248273 6912782.56767408 7015103.73023408 6956387.8575158 5848672.57465232 3015427.19589589 5712842.03771702 6499092.88480424 5352334.61348843 4965175.30538012 5480823.7506115995 5637782.03744215 5826004.97352633 190496.678511591 4650657.93236421 4973504.04832461 5044963.2121187 5093353.69092384 1056111.74450498 5704786.01087425 5578470.05880439 5545749.67633955 5336803.31674574 5396033.66972651 5781150.33324176 5574127.51072919 7.3 NA 7.8 7.3 NA NA 7.8 7.3 NA 8.4 NA 7.8 6.7 NA NA 7.5 7.8 7.3 NA NA NA NA 7.8 NA 7.8 7.8 6.7 7.3 7.5 8.9 7.3 NA NA 7.3 7.3 NA
157.07394/1.878 N-ACETYLPROLINE 157.07394 1.878 5595154.13249578 1206116.35354972 2234146.80267567 776986.160910068 837820.126842791 836315.59241272 6265549.15543659 2716692.42409958 1360225.69943815 1957110.95646474 895597.578967836 7400715.3355535 1091910.64092249 1453719.65136291 4327575.01935311 1529988.11298593 1765416.07952809 1704526.00012294 5985229.32518714 1023833.44351902 4879179.99926408 4396909.99953297 4611714.35957565 897692.130159156 2263187.00620014 3755432.86894774 5371981.52944842 2190695.83587151 141429.878638275 2924670.96739386 3024386.88239255 3039166.51201754 2917413.05027582 2963000.85978538 2942099.43132407 3037872.09455559 9.5 7.5 9.1 6.1 6.6 5 9.5 9.1 8 8.6 6.6 9.5 8 8.6 9.5 8 8.6 8.6 9.5 7 9.5 9.5 9.5 7.7 8.6 9.5 9.5 8.6 NA 9.1 9.1 9.1 8 8.6 9.1 9.1
190.07431/1.569 2-[(1S)-1-Hydroxyethyl]-4(1H)-quinazolinone 190.07431 1.569 145363.030105177 2845475.79628122 3474562.93324054 1638130.26923421 2487972.7520053 1458102.10227049 70188.800565439 5719690.52566674 7506576.6513288 3725181.22565274 1011754.10053009 169754.382960914 1266060.56502023 5801915.72117921 83771.139804487 4954351.68117392 6076453.30116787 4899307.61134013 105888.356768444 4307129.63280263 100752.981386926 66720.9485529629 84278.9945435714 2742144.76802195 4564430.27287531 133177.17251616 92042.6356478553 5034591.00851457 6621.2794656473 2526689.27393656 2701045.76514415 2814434.03471086 2745346.63517882 2746789.61169805 2605158.44425104 2657317.51686176 2.7 8.6 8.9 8.6 7.5 8 NA 8.9 8.9 8.9 9.1 NA 7.5 8.4 NA 7.3 8.4 8.9 NA 8.9 NA NA NA 8 8.9 NA NA 8.9 NA 8 8.6 8.6 8 9.1 7 7.5
190.06952/0.924 "[Similar to: 1,3-dimethyl-6-(trifluoromethyl)-1H-pyrazolo[3,4-b]pyridin-4-ol; ?Mass: -40.9924 Da]" 190.06952 0.924 6609455.09723432 1328096.70817875 809128.480611036 1008739.80613901 1034595.92416337 1007017.71740099 1983355.45037265 1365622.87005013 559344.759479515 4066967.77570133 3184405.82237342 7189177.62648006 854357.510116706 2737185.92974083 5115218.02919632 783651.618333437 714876.05369982 1494451.1462726 1443767.5261643 466551.625204741 5133975.83828183 1577022.49379082 3361215.95986413 548967.740450228 686316.717170015 1417054.17990462 1523037.44487572 2820080.03110294 11723.4731921963 1310714.24058505 1170654.18679924 1239460.86683992 1185968.8576398 1307393.76608963 1131886.73503266 1315909.21515396 6.7 NA 7.2 NA NA 8.6 8.6 8 NA 5.7 6.4 5.7 8.3 3.7 7.3 NA NA 8 8 NA 6.7 8 NA NA NA 8.6 8 4.2 NA 8 8 8 8 8.6 8.6 NA
330.03798/0.921 cIMP 330.03798 0.921 6363931.96037699 5600911.96971399 6014040.81148104 6239171.52496535 6185528.26181449 5875194.25141272 5539538.02507365 5895459.8688502 5459236.00790599 5082729.38122395 5261595.41622862 5653242.40373369 6049923.03059591 6479109.43916262 6791220.33147094 7144133.36104353 6453824.45412989 6332739.15414377 5816798.68085184 5622776.43061002 6299923.98966222 6186810.09258835 4920865.54619059 5524309.20486799 6345748.3083714 6185112.55841215 6614818.29067 5803783.77593598 1712.69461476223 6250631.46856244 6362567.98659703 6210427.44152173 7021952.53889029 6150997.6479006 6454210.15338235 6199456.17336889 9.5 9.5 9.5 9.5 8.4 9.5 9.5 9.5 NA 9.5 8.9 9.5 8.9 9.5 9.5 9.5 10 9.5 9.5 NA 9.5 8.9 9.5 NA 9.5 9.5 10 9.5 NA 8.9 9.5 8.9 8.9 9.5 9.5 9.5
338.13026/5.293 N-{4-[(2R,3R)-3-(Hydroxymethyl)-4-methyl-5-oxo-2-morpholinyl]phenyl}-2-methyl-1-propanesulfonamide 338.13026 5.293 2941737.9879554 3025523.84418958 1562765.48244768 1180559.13378233 1366433.10046243 1677075.10384729 3824895.07077655 3388766.22387931 914696.057169882 7116327.23290903 4879956.98675485 6052869.51835311 1208839.03628178 3784936.56001572 3378560.6673925 582259.460901569 3887650.15524972 4906684.34423703 3625081.72742877 236488.653309852 3458832.77629675 2435055.37604429 3379868.84931962 8190.51441529924 6854.14031029337 3279020.63936005 2465555.27934835 1439420.2109602 5456.5354617392 2132912.3906183 2153394.65807444 2148612.36337626 2169614.70053832 2152269.46106588 2145236.63630239 2138513.65662539 9.1 9.1 8.6 8.6 9.1 8.6 9.5 9.5 8.3 9.5 9.5 10 8.6 9.5 9.5 7.7 9.5 9.5 9.5 5.8 8.9 9.1 9.5 NA NA 8.6 8.6 9.1 NA 9.1 9.1 9.1 8.6 8.6 9.1 8.6
371.2157/4.147 QPK 371.2157 4.147 2101909.41627179 1047142.32266691 3692517.9525439 1940546.74025063 3214389.3443173 1837125.75612354 1857189.4746865 3971640.98806912 5928475.12825311 1246838.85404421 1891139.74332447 1052801.58809084 1815324.10129059 1809085.02007717 1604040.86409811 2165593.24649595 805644.369395547 1030737.72802972 3391582.38384778 3036937.80603412 1317367.26786304 2346954.31098617 1134930.4074877 7129882.56749693 17296.4302090631 1675586.93469225 2011904.85759318 1122636.24483719 8561.10317920466 2202705.39884436 2138427.02339334 2149969.4116409 2163520.44864488 2203482.14903722 2140581.10003231 2175479.06127054 9.1 7.5 8.9 7.5 8.6 8 8 8.9 9.5 8 8.6 7.5 8.6 7.5 6.4 9.1 6.6 8 9.5 9.1 8 8.6 8 9.5 NA 7.5 8.6 8.6 NA 8.6 9.1 8.6 8.6 9.1 8.6 8.6
473.28385/5.398 473.28385/5.398 473.28385 5.398 2351791.36157755 1188827.32482364 3591951.38152384 2139146.54779964 3330699.02006986 2128389.81305079 2273680.70886892 3977167.01568952 6044610.18473927 1287073.12133151 2154337.30110437 1265377.23942661 2045817.73228257 1833360.86756647 1789740.29211329 2276462.24693384 1074612.84273938 1230072.04495616 3616244.43786027 3247706.40533136 1508677.99665056 2425320.21060033 1214199.28158931 7118417.04413851 45405.3787310054 1991860.08708555 2190104.39681152 1301883.71806113 35256.152923228 2466458.16321404 2336084.80958519 2362683.00212888 2390125.06003742 2438624.3630978 2353743.03641316 2414098.13652866 7 4.8 8.4 8 8.4 7.5 7 8.9 8.9 7 5.9 5.9 7 6.4 6.4 7 5.3 5.9 7.8 7 5.9 7 5.3 8.9 NA 7.5 6.4 6.4 NA 7 7.5 7 8 8 7.5 7.5
145.99559/1.466 "[Similar to: EKK; ?Mass: -257.2475 Da]" 145.99559 1.466 3578371.14543772 2837854.16389844 721152.687820584 1434666.47295757 940959.875946474 1393213.91431423 3037760.23048327 929977.240835249 252221.615800924 5796865.25259222 1954110.71755726 5370620.23452513 640419.888721294 2223109.53109682 4710121.47664675 1133723.84265927 2529730.88475578 3410395.68761952 7002760.60778205 292503.126469319 5455946.02306582 2654162.73010491 3443788.94266569 573098.770790243 44517.8274711351 5571298.25810348 4537066.63041587 1529150.34379765 5702.64717053714 2431840.5704355 2634448.64068431 2606511.41687681 2516858.49455548 2481264.02645715 2585723.55739942 2536615.48207242 8.9 9.1 NA 8.6 8.3 9.1 8.6 NA NA 9.5 8.6 8.9 NA 8.6 8.9 7 8.6 8.9 9.5 NA 8.9 9.1 9.5 NA NA 10 9.5 8.6 NA 9.1 9.1 9.1 8.6 9.1 8.6 9.1
299.20982/4.669 NP-016386 299.20982 4.669 7087264.81033299 2107965.53271038 4026801.51211389 1354908.09383729 3158069.60684814 1359467.68549374 771383.324979526 2730870.9666393 6013069.99303216 1808018.19196867 848304.614430314 1153041.20062295 4177775.06576299 2040188.02627663 2843339.65570565 1077610.75084492 5004556.88546898 2619052.1402004 2015327.61186876 4736820.84753586 4151575.52122079 3091967.43927072 1301671.37812145 3439149.30593388 6672.97628214701 2245185.6470098 1361236.67978363 1867402.42739937 5596.72726919784 2618220.27631489 2677100.16381586 2726363.22282155 2628448.03803637 2671163.29505334 2675729.2607516 2645820.92582647 9.5 9.7 10 8.6 9.1 9.1 8.8 9.1 10 9.1 8.3 9.1 9.5 9.1 8.6 8.6 9.5 9.7 9.1 9.5 9.5 9.1 9.1 9.5 NA 8.6 9.1 9.1 NA 8.6 9.1 9.1 9.1 9.1 9.1 9.1
487.35123/13.85 487.35123/13.85 487.35123 13.85 852614.237289137 317876.951803865 62269.5191641938 3428614.63071645 35510.5194554719 3534148.68598947 36881.568370561 100472.067614161 200390.810766991 35636.8459754608 196922.497306412 2022429.36587576 36823.8905812793 114600.732634728 628345.032867203 94515.6097264363 45014.9001641545 105624.228022061 6916447.07164743 33864.536398336 182870.201175359 28284.4310600053 1110761.03614191 1181833.91774012 39601.8666439569 31902.5164585626 387651.269284258 209475.658908027 12004.8328227604 820553.937560834 842890.67018497 863190.479889441 846810.498896016 835714.8181984 860746.466062602 817305.504946415 5 2 NA 8.4 NA 8.4 NA NA 6.3 NA 0.9 7.5 NA NA 3.9 NA NA 3.3 8.9 NA 2 NA 5.9 8 NA NA 2.8 NA NA 6.6 5 6.6 5.5 4.5 6.6 7.7
565.31718/11.96 565.31718/11.96 565.31718 11.96 6834811.5441227 4355627.85041436 3963957.9058815 4135204.79729293 3300822.82767982 3902275.33355313 5175685.06521826 4385260.88246693 2028058.28681877 3316679.8769958 3085719.54007761 5930269.37993114 5038030.40171291 4932347.7754188 5189231.29353413 4010132.02451686 3390971.31746202 3372479.33754276 4071627.60898135 3302174.23125509 5216119.44782925 3833121.90978086 5756817.10821731 4033240.58245509 1709621.3885096 4069930.72691543 6954509.05386396 2634588.0950932 9153.66126101084 4534542.188906 4644165.99883122 4726907.06957621 4697870.3699854 4661398.86588081 4476982.1952073 4723142.17699197 9.5 8.9 8.4 8.4 8.9 8.4 9.5 8.4 8.6 8.9 7.5 9.5 7.8 9.5 9.5 9.5 8.9 8.9 8.9 8.9 8.9 NA 9.5 8.4 6.4 9.5 8.9 8 NA 9.5 8.9 9.5 8.4 8.9 9.5 8.9
481.31708/14.336 1-Stearoyl-2-hydroxy-sn-glycero-3-PE 481.31708 14.336 3225632.77200729 6301374.7990233 4417806.38872043 5073653.12525047 4238061.40279941 4833163.0493902 2584750.26964701 4593717.43750776 3547280.40237528 3309813.03055922 5273859.57982586 3155424.23060821 6445799.72843918 5852197.98117758 3284930.85377586 4865198.52467718 6961913.51107452 3813140.38951656 3037272.07209961 3086745.64105954 3686025.65013306 2869258.27324122 3319767.27805742 5271623.66670073 2464821.60784153 2973265.88138776 4459019.19944371 3686244.49501904 11892.6003341886 4985719.25277597 5168687.2789758 5020571.52587206 4800146.0390198 4921106.69567002 5079585.05385417 5125911.547381 8.4 8.4 8.4 8.4 8.4 8.4 7 8.4 6.7 8.4 8.4 8.6 8.4 8.4 8 8.4 8.4 8.9 8 6.4 8.4 8 8 7.3 8 7 8.4 8.4 NA 8.4 8.4 7.8 8.4 7.8 8.4 8.4
411.20241/4.534 NP-007257 411.20241 4.534 963021.661012895 1277742.67409756 2016388.17992038 830680.361958289 1052602.05748991 1801184.11819875 1604049.91774625 3628862.52633619 1900844.49531886 619746.32114681 1223442.30509683 558971.885817024 1062655.23935685 3488548.36495192 909109.233722623 2260665.81396397 1096302.01197744 2369286.50960148 1249740.2443628 2373929.56072024 1603755.81316979 2714791.09649942 2552402.1624174 6873315.65728976 2319528.99936656 756470.452455033 2852759.57665784 2865012.0254059 13750.9502828551 1438897.53116697 1460104.05423056 1471894.26810788 1414476.96669152 1485891.09140821 1452027.53291341 1439949.40683672 6.1 7 8 5 7 8 7 8.9 7.5 5 8 6.6 5.9 8.9 6.1 7 7.5 8.6 6.4 8 7 8 8 8.4 8.6 6.1 7.5 8.6 NA 8 8 8 8 7 7.5 7
341.2569/7.053 fentanyl-d5 341.2569 7.053 703430.527602226 101928.372911603 145136.679761599 89991.3582628264 62222.3912148662 112070.015450775 57831.8594677239 6863945.87977159 92136.3119295958 92260.3758033635 25416.2437916805 137682.336105 102899.742083157 108218.685657875 147754.265877232 93470.7991429795 82337.6535780727 94895.1242223902 105090.032985554 141003.057496019 52800.749644344 71223.5756393715 99982.5795277638 133736.709379975 191356.478082487 72383.8142497791 134382.831477232 124793.612803129 27821.3388757619 418209.117685817 449984.898761632 454666.144527878 430126.486904381 418711.245139646 452740.522474787 432573.998679835 8.3 3.3 4.3 2.2 6 4.3 NA 9.5 NA 3.8 NA 4.9 NA NA 4.1 NA 2.7 2.7 3.8 4.3 7.1 4.3 6.5 5.4 4.7 NA 3.3 3.8 NA 8.3 7.7 6.1 6.1 6.1 6.1 6.6
173.93085/0.959 173.93085/0.959 173.93085 0.959 3881327.9240546 4068836.26470218 3020804.3861143 3208089.44126805 3448546.09038173 3420212.79330269 3364351.17542213 6135643.17485248 2204787.92198913 4263549.19601838 3944266.53005934 4117677.86107588 4949541.22070341 6487483.19078237 6374727.28190768 6330061.18303407 4321478.67725808 4448061.33109947 5286188.43413709 1825877.90678499 4014411.32607185 3692641.33600459 6996618.33183345 3148901.93718221 2410123.94077948 3723856.08093057 3563669.26196112 4038613.24057634 3769.31888932086 3539806.68559682 3404820.49470735 3427806.12133487 3545622.95016221 3655964.58867052 3471400.17876386 3365280.20183359 NA NA 8 8.9 NA 8.9 8.4 6.2 8.6 8.4 8.4 8.4 NA 7.3 8.4 7.3 NA 8.9 NA NA NA NA 7.8 NA NA 7.8 NA NA NA NA NA NA 8.4 8.4 8.4 NA
605.3991/6.497 "[Similar to: NP-005406; ?Mass: 26.1047 Da]" 605.3991 6.497 2358254.27713791 1711548.88428098 3736081.6893866598 2523455.25227386 3412797.39499798 2485026.30380562 2698384.48999299 3673351.96605259 5666426.1647922 1548935.77726738 2503678.45036974 1628819.02396711 2045616.79074475 1939771.05816497 2073354.78576327 2714509.49198388 1348767.17882837 1280083.01467206 3738361.01723304 3684791.26087629 1582681.08414554 2736195.49061752 1433057.2336781 6829529.31577686 27731.5529087022 2314094.11353668 3065610.14671238 1559674.99537275 23396.9070797283 2578367.04428943 2548577.72572408 2556181.26542913 2554796.97717125 2565670.12152278 2602582.86970978 2523096.04108351 5.3 5.9 7.3 4.2 7.3 6.4 3.7 5.7 6.7 5.3 5.9 4.8 5.3 5.9 5.3 6.4 4.8 3.2 7.8 7.3 5.3 5.9 4.8 7.3 NA 5.9 6.4 4.2 NA 5.9 6.4 5.3 4.2 7 7.5 7
306.16556/10.774 Cocaine-d3 306.16556 10.774 3888924.98597344 4487715.33664559 3913450.59863041 3502986.76560169 5008302.9742376 4884898.43666453 5394153.67284303 4727997.37204977 3472928.83253181 6285793.52650603 6732872.9139182 5927713.26768935 5511896.7963817 5702118.88443799 4556137.25511657 1322479.56151292 4222173.6950209 5174834.4433995 4427251.34128809 3778906.43882249 4119113.73690831 4056929.42844299 3873278.24750635 45585.8699998139 3501298.98502913 3738252.4799211 3694457.51167506 3506162.93888252 268685.107253929 3864641.33573957 3932479.51726545 3914484.50036763 3925573.91588172 3913360.56257087 3921800.41910808 3875381.19787432 8.9 7.8 8.4 7.3 8.9 8.9 8.9 8.4 8.9 8.9 8.9 7.8 8.9 8.9 8.4 7 8.9 8.9 7.3 7.8 8.9 8.9 7.8 NA 8.9 8.4 8.9 8.9 3 8.9 8.9 8.9 8.9 8.9 7.3 8.9
255.18353/8.185 C10-HSL 255.18353 8.185 3595028.81004848 2760760.41752488 5179414.81667092 3633588.90825004 4131807.49589217 3567869.9613134 1784997.8846991 3321875.82388274 6497549.41172194 2747899.80603208 2001354.07715677 2053223.78789766 4140469.81430981 2691385.94936559 3409021.13441363 1861385.59010461 4722525.67277421 2656976.72365142 3295557.02381748 6724062.89625436 4019060.93837666 3906663.11060073 1747909.28153459 6163944.3656129 18003.477854111 3201253.56926034 3427451.38614982 2631246.37277771 127919.679474133 3321167.17674191 3371676.07130245 3419125.08277417 3447451.09334481 3394855.4624376 3345227.78763631 3357272.79870304 9.5 9.1 9.5 9.5 9.5 9.5 9.1 9.5 9.5 9.1 9.1 8 9.5 9.1 9.5 8.6 9.5 9.1 9.5 9.5 9.5 9.5 8.6 9.5 NA 9.1 9.5 9.1 NA 8.9 8.9 9.5 9.5 9.5 9.5 9.5
255.18352/11.318 "Methyl 6-(2-hydroxyheptyl)-1,2,3,6-tetrahydro-2-pyridinecarboxylate" 255.18352 11.318 5729791.18826824 6091114.52205303 5205973.21469942 4509016.82807902 6317515.46800536 6125788.71538708 6123657.23687257 5863203.65651494 4207787.94618049 6715557.55220925 6966235.36220721 6758094.58343864 6400090.85434949 6512871.99834128 4683708.4118134 1295046.16958265 4123056.39580388 5545204.2868368 6383920.74914289 4110066.14746387 6211138.80321675 4276088.18910715 3523464.73856928 80330.3713516522 3826428.25824523 4911665.50972208 3432573.40284906 4649620.37166327 661961.817555649 4863552.95116544 4753858.93484759 4312829.89982691 3878647.95309136 5550376.57019674 5354128.6395237 3687541.18755242 8.4 7.8 7.8 8.4 7.8 6.2 8.4 8.4 6.7 8.4 7.8 7.8 7.8 6.7 7.3 4.2 8.4 8.4 7.3 7.8 7.8 7.8 7.8 NA 8.4 6.7 7.3 7.8 5 7.8 7.8 7.8 7.8 6.7 7.8 6.7
