"Compounds ID"	"Tags"	"Checked"	"Name"	"Formula"	"Annot. Source: Predicted Compositions"	"Annot. Source: mzCloud Search"	"Annot. Source: mzVault Search"	"Annot. Source: ChemSpider Search"	"Annot. DeltaMass [ppm]"	"Calc. MW"	"m/z"	"RT [min]"	"Area (Max.)"	"# ChemSpider Results"	"# mzCloud Results"	"# mzVault Results"	"mzCloud Best Match"	"mzCloud Best Match Confidence"	"mzCloud Best Sim. Match"	"mzVault Best Match"	"# Usable QC"	"RSD QC Areas [%]"	"RSD Corr. QC Areas [%]"	"MS2"	"Reference Ion"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 1.raw (F49)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 2.raw (F50)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 3.raw (F51)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 4.raw (F52)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 5.raw (F53)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 6.raw (F54)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 7.raw (F55)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 8.raw (F56)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 9.raw (F57)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 10.raw (F58)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 11.raw (F59)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 12.raw (F60)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 13.raw (F61)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 14.raw (F62)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 15.raw (F63)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 16.raw (F64)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 17.raw (F65)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 18.raw (F66)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 19.raw (F67)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 20.raw (F68)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 21.raw (F69)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 22.raw (F70)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 23.raw (F71)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 24.raw (F72)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 25.raw (F73)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 26.raw (F74)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 27.raw (F75)"	"Norm. Area: 230201_SG_Fredrik_HILIC_biological sample 28.raw (F76)"	"Norm. Area: 230201_SG_Fredrik_HILIC_extractionblank_2.raw (F77)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_1.raw (F81)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_2.raw (F82)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_3.raw (F83)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_4.raw (F84)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_5.raw (F85)"	"Norm. Area: 230201_SG_Fredrik_HILIC_QCPool_6.raw (F86)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 1.raw (F49)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 2.raw (F50)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 3.raw (F51)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 4.raw (F52)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 5.raw (F53)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 6.raw (F54)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 7.raw (F55)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 8.raw (F56)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 9.raw (F57)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 10.raw (F58)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 11.raw (F59)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 12.raw (F60)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 13.raw (F61)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 14.raw (F62)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 15.raw (F63)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 16.raw (F64)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 17.raw (F65)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 18.raw (F66)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 19.raw (F67)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 20.raw (F68)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 21.raw (F69)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 22.raw (F70)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 23.raw (F71)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 24.raw (F72)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 25.raw (F73)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 26.raw (F74)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 27.raw (F75)"	"Peak Rating: 230201_SG_Fredrik_HILIC_biological sample 28.raw (F76)"	"Peak Rating: 230201_SG_Fredrik_HILIC_extractionblank_2.raw (F77)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_1.raw (F81)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_2.raw (F82)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_3.raw (F83)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_4.raw (F84)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_5.raw (F85)"	"Peak Rating: 230201_SG_Fredrik_HILIC_QCPool_6.raw (F86)"
"14369"	"D"	"False"	"5-(2,4-Dichlorophenyl)-1,3-cyclohexanedione"	"C12 H10 Cl2 O2"	"No match"	"Invalid mass"	"No results"	"Full match"	"-2.62"	"256.00511"	"254.99784"	"2.401"	"97333.6488438677"	"5"	"19"	"0"	""	""	"34.4"	""	"6"	"14"	"9"	"PreferredDDA"	"[M-H]-1"	"69130.5558034279"	"70562.7010961964"	"84066.956877374"	"72542.0809356445"	"83297.5553347903"	"66855.5681037"	"79468.5241128916"	"80844.633820631"	"72567.1543010418"	"82176.7723434581"	"78720.3689544916"	"82955.0802111656"	"80632.2194793747"	"80274.6808940284"	"82485.1354792792"	"84832.1253840141"	"79695.8120566113"	"77756.6426978434"	"86717.3549411775"	"83017.8542758322"	"89592.2484188677"	"75959.802600709"	"87055.3968927156"	"79906.9393165719"	"81817.9448327736"	"76248.5359256189"	"69700.4555455623"	"78336.0413051186"	"5151.84616125197"	"74571.1298636206"	"71319.4338108106"	"81838.9174325437"	"75543.7150679753"	"63870.9140550823"	"80144.2436388798"	"6.0"	""	""	""	""	""	""	""	""	""	""	""	"7.1"	""	""	""	"6.5"	"7.1"	""	"8.5"	""	""	""	""	""	""	"7.6"	"5.8"	""	"7.6"	"7.6"	""	"8.2"	"7.1"	"7.9"
"16161"	""	"False"	""	"C29 H45 Cl N P3"	"Full match"	"No results"	"No results"	"No results"	"1.18"	"535.24597"	"534.23869"	"1.983"	"97237.7815381459"	"0"	"0"	"0"	""	""	""	""	"5"	"9"	"7"	"NoMSn"	"[M-H]-1"	"12394.1695319165"	"27744.5262097224"	"46029.409278244"	"42930.079841253"	"48800.8882362573"	"47686.6648851791"	"7993.85899079031"	"27419.3011930576"	"5646.39901971841"	"49848.5744763595"	"69218.4658947695"	"13459.6097495012"	"77289.9728264833"	"35246.9318677965"	"27094.7015480032"	"8152.95766532955"	"23660.0301386008"	"54753.9262257825"	"13084.6105972615"	"82309.3238391369"	"23128.1797271064"	"20769.7534531443"	"14571.4456260884"	"86174.4087513221"	"93233.4283716125"	"16900.3290134428"	"16564.1407526513"	"44750.5660064422"	"7275.76142271124"	"38849.8551769628"	"31409.7610146456"	"33656.1364179489"	"38731.7847104624"	"33937.139278359"	"38680.5254794753"	""	"1.1"	"4.3"	"7.1"	"5.4"	""	""	""	""	"2.2"	"7.1"	""	"4.9"	"1.6"	""	""	""	"1.6"	""	"4.3"	""	""	""	"5.2"	"7.4"	""	""	"3.3"	""	"5.4"	""	""	"4.9"	""	""
"15820"	"D"	"False"	"Nifenazone"	"C17 H16 N4 O2"	"No results"	"No results"	"No results"	"Full match"	"-2.13"	"308.12667"	"307.11939"	"0.848"	"97074.462976205"	"31"	"0"	"0"	""	""	""	""	"6"	"20"	"12"	"NoMSn"	"[M-H]-1"	"57572.4521418231"	"4696.44811774582"	"6760.64480611254"	"5161.96885167242"	"13992.8311638189"	"5382.31767726994"	"32056.3200540663"	"9550.3436951651"	"6340.31275337415"	"10146.743186763"	"9076.57937088368"	"58106.1153409366"	"5710.39504911161"	"4481.74352491926"	"41957.3333096595"	"5751.67487159739"	"3785.93007732268"	"9421.38684402535"	"23645.0942525763"	"13293.39832055"	"26353.8796928783"	"59211.8334238676"	"31553.3726381089"	"9849.70601965291"	"3402.69685936649"	"31904.6333461572"	"80441.5801114161"	"6396.23642683309"	"5840.87327980977"	"19577.4212342036"	"18747.3925495051"	"16890.665153705"	"17206.4201829283"	"22770.3636289188"	"16804.3853667483"	"8.2"	""	""	""	""	""	"3.3"	""	""	""	""	"8.2"	""	""	"6.0"	""	""	""	"4.3"	""	"4.3"	"1.6"	"8.2"	""	""	"8.2"	"2.5"	""	""	""	""	"7.6"	"4.9"	"0.5"	"5.4"
"12235"	"D"	"False"	"3,5-Dimethyl-1,2-oxazol-4-yl 2-benzyl-3,3,3-trifluoropropanoate"	"C15 H14 F3 N O3"	"No match"	"No results"	"No results"	"Full match"	"-2.86"	"313.09168"	"312.08440"	"1.184"	"96064.189928666"	"3"	"0"	"0"	""	""	""	""	"6"	"15"	"10"	"NoMSn"	"[M-H]-1"	"5399.41011706353"	"81201.1562081541"	"79632.5703961046"	"70339.4526148461"	"59973.7048227513"	"50774.6872853846"	"4689.49634862853"	"66870.0716445807"	"74655.4394008194"	"62260.9652609568"	"62363.3230468819"	"3971.90789975574"	"48417.2443581442"	"74208.3816083621"	"9523.41308573614"	"66625.3562725823"	"91053.8012897511"	"49894.8891975744"	"15631.9282161835"	"41391.0273355069"	"8124.46760322276"	"5921.78163079035"	"4943.86838247734"	"37729.1197593969"	"44823.3121619394"	"5383.79313056166"	"7693.61336575072"	"44034.2837486547"	"3551.74918080035"	"43310.2961698463"	"42212.174282571"	"45810.7947954173"	"33790.1907815312"	"44030.609036977"	"43799.4200911357"	""	""	"7.6"	"8.2"	""	""	""	""	"8.2"	"7.6"	""	""	""	"7.6"	""	""	""	""	""	""	""	""	""	"7.6"	""	""	""	""	""	""	""	"6.0"	""	""	""
"12825"	"D"	"False"	"N-Palmitoyl-L-glutamine"	"C21 H40 N2 O4"	"Full match"	"No results"	"No results"	"Full match"	"1.70"	"384.29946"	"383.29218"	"1.348"	"95694.0070258043"	"3"	"0"	"0"	""	""	""	""	"6"	"15"	"13"	"NoMSn"	"[M-H]-1"	"102665.781855398"	"67999.0203358945"	"54756.4903602573"	"65581.1115158878"	"54112.5980680143"	"47383.9530261523"	"72592.8182652802"	"39868.6689226048"	"28136.9107750578"	"40882.5784209665"	"59914.0684350791"	"52420.193919157"	"40142.0296241298"	"23764.1439287999"	"55463.7578589408"	"11881.9794415138"	"13847.4368548341"	"63929.506996739"	"51891.0885527149"	"38259.211275998"	"55783.4898781293"	"74358.2651159914"	"34741.8694577155"	"44690.0374921736"	"34344.3809082877"	"41410.4952521298"	"68087.6252424462"	"41124.3682975973"	"4957.90202608624"	"46786.8361824169"	"58207.409304634"	"44444.3431577303"	"46824.0094281279"	"43137.3381066486"	"55410.938948965"	"7.4"	""	""	""	""	""	"7.6"	"7.1"	""	""	""	""	"8.2"	""	"7.6"	""	""	"6.5"	""	""	""	"8.2"	""	"7.1"	""	""	"7.6"	"7.1"	""	""	""	"4.9"	""	"7.1"	"4.3"
"12399"	"D"	"False"	"1-Phenyl-3-(2-thienyl)-1H-pyrazole-4-carbaldehyde"	"C14 H10 N2 O S"	"Not the top hit"	"No results"	"No results"	"Full match"	"2.79"	"254.05209"	"253.04482"	"5.863"	"95066.5878574678"	"7"	"0"	"0"	""	""	""	""	"5"	"6"	"6"	"NoMSn"	"[M-H]-1"	"46059.0218064457"	"46945.6190383517"	"81639.8990771232"	"62566.3737013868"	"56405.8776674864"	"56127.5142672911"	"52848.0419691124"	"51084.7651445841"	"75196.7718577804"	"34102.57500207"	"49602.2674186719"	"40026.1747467038"	"60715.0851876571"	"50203.6792901374"	"59954.5221330506"	"37482.2280991403"	"58705.1297369849"	"54892.6001888813"	"66618.6510947237"	"79983.8979340302"	"49149.2977841914"	"67413.4989495428"	"37125.2105173644"	"97098.6550000556"	"2432.19774076704"	"64203.4985510913"	"59828.8576659174"	"58244.9987754379"	"3066.15823467886"	"49999.751492362"	"55800.6576402468"	"59261.8310377487"	"53767.5788923253"	"52869.9642198697"	"60716.1207960177"	""	""	""	"7.6"	"7.6"	""	""	"7.1"	""	""	""	""	"7.6"	"7.1"	""	""	""	""	"8.2"	"7.6"	""	"8.2"	""	"7.9"	""	""	""	""	""	""	""	"8.2"	""	""	""
"11496"	"D"	"False"	"N~5~-(4-Bromobenzyl)-N~5~-nitroso-2,4,5-pyrimidinetriamine"	"C11 H11 Br N6 O"	"Not the top hit"	"No results"	"No results"	"Full match"	"-2.40"	"322.01700"	"321.00972"	"1.044"	"94161.321630653"	"1"	"0"	"0"	""	""	""	""	"5"	"6"	"6"	"NoMSn"	"[M-H]-1"	"22719.9625681124"	"94424.7278254548"	"79746.0085156133"	"56535.4348126237"	"77640.2245723118"	"56973.3470100595"	"20036.7584444481"	"43976.7582771723"	"37504.7378705819"	"55976.7394926825"	"59925.0035502098"	"19784.108056319"	"60421.4513199111"	"78825.4238850473"	"27604.5939714983"	"53265.0506907618"	"60899.7408175956"	"50581.2153385329"	"33426.5548016435"	"67030.5161368453"	"28629.5023360024"	"19671.089873532"	"12113.515144505"	"54225.8680067727"	"79811.7501228243"	"16530.6020275959"	"10604.807968402"	"42795.8399163332"	"3718.98858831789"	"56691.5309536713"	"57944.0839972677"	"53438.648871376"	"50374.7734054003"	"46652.0340446494"	"58349.5231549672"	""	"7.9"	""	"7.6"	"7.6"	"7.6"	"4.3"	"7.6"	"7.6"	"7.6"	"7.6"	"7.1"	"7.1"	"7.6"	"7.6"	"7.6"	"7.6"	"7.6"	"7.6"	""	""	""	""	"8.2"	"7.6"	"6.5"	""	"8.2"	""	"7.6"	"7.6"	"8.2"	"7.1"	""	"4.3"
"12525"	"D"	"False"	"7-Chloro-3-[4-(methylsulfanyl)phenyl]-3,4-dihydro-1,9(2H,10H)-acridinedione"	"C20 H16 Cl N O2 S"	"No match"	"No results"	"No results"	"Full match"	"2.02"	"369.05977"	"368.05249"	"1.101"	"93681.5494247463"	"1"	"0"	"0"	""	""	""	""	"6"	"17"	"10"	"NoMSn"	"[M-H]-1"	"40201.2801272119"	"66159.5735376673"	"31581.8973950335"	"46509.4175237967"	"42840.5470883291"	"44926.0137486824"	"53759.1058684894"	"21586.0658340301"	"17582.3008978663"	"58950.9605914143"	"64014.8632916217"	"48365.5440047669"	"54761.1056461041"	"39178.2487402379"	"45651.5859685571"	"29669.6640671195"	"87105.2323173444"	"41801.2980340408"	"46544.3726949077"	"51177.8535446895"	"63787.7313742339"	"44401.3667406514"	"42226.9027744037"	"29780.4660629323"	"69343.2320344718"	"44280.6766730239"	"27509.0493729003"	"44877.2689344668"	"4582.88751983827"	"43949.643215468"	"53355.3219353744"	"55191.5285590558"	"58060.7334609254"	"48964.4428878004"	"49752.2673479759"	""	""	""	"8.2"	""	""	""	""	""	""	""	""	""	""	""	""	"7.9"	"7.6"	""	""	""	""	""	""	"8.2"	"7.6"	""	""	""	""	""	"8.2"	"7.6"	"7.6"	""
"15005"	""	"False"	""	"C24 H54 Cl N3 O4 P2"	"Full match"	"No results"	"No results"	"No results"	"-2.44"	"545.32648"	"544.31920"	"1.638"	"93100.9837354055"	"0"	"0"	"0"	""	""	""	""	"6"	"18"	"8"	"NoMSn"	"[M-H]-1"	"46701.0644729591"	"68566.510970323"	"66632.5464982993"	"60530.3598292956"	"54070.81150856"	"41764.4630871728"	"47318.459138408"	"65178.3086467887"	"50913.6605679561"	"46329.0067056163"	"46648.2327550707"	"40028.6340113043"	"41152.1065025286"	"53111.4428886295"	"39787.8777999586"	"27250.2770052496"	"85594.1757887842"	"55778.4603836453"	"48053.5734640257"	"29165.2859617016"	"55435.2005532535"	"43750.1987177735"	"39364.8087353869"	"39102.0683430416"	"12461.9245421878"	"69693.5479191643"	"51620.6630929544"	"31265.5403007042"	"7057.45471353122"	"53940.3297300801"	"44685.3809948493"	"54703.9389602247"	"46621.3747923929"	"47433.0206827777"	"52185.9585468492"	""	"7.1"	"4.9"	"4.3"	"4.3"	"7.1"	""	"7.1"	""	""	""	""	""	"7.6"	"4.9"	""	"4.7"	"6.5"	"6.5"	""	"4.3"	"2.7"	"6.5"	"4.3"	""	""	"5.4"	""	""	"6.5"	""	""	"3.3"	"6.5"	""
"15889"	""	"False"	""	"C5 H13 Cl N10 O8 S3"	"Invalid mass"	"No results"	"No results"	"No results"	"-3.06"	"471.97540"	"470.96812"	"7.309"	"93041.9203865235"	"0"	"0"	"0"	""	""	""	""	"6"	"19"	"5"	"NoMSn"	"[M-H]-1"	"80686.0952834757"	"64948.0753166527"	"48740.3243202518"	"44140.9645686221"	"55505.4587763394"	"54678.8958419115"	"58770.1991442098"	"68838.2119736121"	"45223.3529163572"	"77175.5717972806"	"61907.806515968"	"73147.4894461398"	"72321.1285033076"	"60661.2539163624"	"60048.8363493562"	"65481.8784185628"	"58445.0464032977"	"79165.9744353744"	"65063.0425222299"	"60190.4683720879"	"81989.6481067752"	"63219.7190268464"	"77295.4277138718"	"62345.1971584056"	"24102.0863574426"	"68222.4946280302"	"66221.3259634888"	"78459.1081041751"	"5616.32010198441"	"57055.0028745173"	"61209.005921575"	"54308.8426700361"	"60901.799902312"	"56553.6678093804"	"59199.0658745846"	"3.6"	"3.3"	"4.3"	""	""	"3.8"	"7.1"	"3.8"	""	""	"6.5"	"3.8"	"3.8"	"4.3"	""	"2.7"	"3.8"	"1.6"	"2.2"	"3.3"	"4.9"	"2.7"	"4.3"	"7.6"	"3.8"	""	""	"7.1"	""	"6.5"	"6.5"	"3.8"	"2.7"	"4.3"	""
"14898"	""	"False"	""	"C16 H41 N7 O3 P2"	"Full match"	"No results"	"No results"	"No results"	"-1.89"	"441.27378"	"440.26650"	"0.977"	"92504.7870094613"	"0"	"0"	"0"	""	""	""	""	"6"	"9"	"7"	"NoMSn"	"[M-H]-1"	"88157.8244427714"	"50448.3680044622"	"70493.4218182341"	"54792.7595086769"	"62231.2578616585"	"44869.2834550054"	"60739.4552248471"	"49141.2518816896"	"18641.7578827112"	"76384.1798227806"	"60036.7106030321"	"48720.0819778627"	"58964.3101929792"	"43454.8362521206"	"77561.6043337921"	"35155.6991577262"	"54471.3722495963"	"48903.7849068504"	"48223.4852033582"	"80832.8487214664"	"45459.7133349025"	"66336.4356159342"	"62490.0407279438"	"68409.788183501"	"46813.7372823305"	"51324.6102843085"	"58175.9227768125"	"44079.8375831609"	"4074.86092922059"	"60294.5955700237"	"60256.0683130778"	"58434.8885362159"	"56802.2614689981"	"52664.8620044769"	"65137.3826101766"	"5.8"	"8.2"	""	""	"7.6"	"8.7"	""	""	""	"8.2"	"7.1"	"8.2"	"7.6"	""	"7.1"	""	""	""	"4.3"	"4.3"	"3.3"	"7.6"	"7.1"	"7.6"	"7.1"	""	"7.6"	""	""	"7.6"	"3.8"	""	"7.6"	"7.1"	"7.6"
"13229"	"D"	"False"	"3,4,5-Trichloro-2,6-bis(trichloromethyl)pyridine"	"C7 Cl9 N"	"No results"	"No results"	"No results"	"Full match"	"2.84"	"412.72392"	"411.71664"	"1.229"	"92132.3755288799"	"1"	"0"	"0"	""	""	""	""	"6"	"17"	"12"	"NoMSn"	"[M-H]-1"	"78010.5068677539"	"46186.1429222087"	"40356.6197568603"	"59459.6363456326"	"83158.7266209535"	"67509.8240570541"	"62276.7317048893"	"62906.4859260303"	"45704.4541083339"	"56013.2108638762"	"37132.3317499309"	"61041.1412639135"	"50427.394928875"	"59302.6196174504"	"55384.7810224278"	"50153.0804447687"	"52650.2840251656"	"47249.1747093953"	"47885.3117428866"	"75477.774491845"	"65012.1604870955"	"56777.7886107238"	"59714.6895172239"	"81261.4092082826"	"35033.886545685"	"60474.7776400927"	"41144.0567335079"	"66065.6319886633"	"6611.35079451483"	"58281.9634729474"	"57633.4806707828"	"63294.4662911738"	"75260.4511421398"	"63706.7875540835"	"55308.1287143972"	"0.5"	"3.8"	"4.3"	"4.3"	"1.6"	"4.9"	"3.8"	"4.3"	"2.2"	"6.5"	""	"4.3"	"2.2"	"2.2"	"1.1"	"4.9"	""	"4.9"	"7.1"	"7.1"	"7.6"	""	"4.9"	"7.9"	"7.1"	"4.3"	"6.5"	"6.5"	""	"7.1"	"3.8"	"4.3"	"7.1"	"7.6"	"6.0"
"15362"	""	"False"	""	"C35 H45 N O S"	"Invalid mass"	"No results"	"No results"	"No results"	"3.14"	"527.32384"	"526.31656"	"1.821"	"90844.9273512372"	"0"	"0"	"0"	""	""	""	""	"6"	"22"	"18"	"NoMSn"	"[M-H]-1"	"51502.3891753931"	"79900.3926211122"	"22885.2536654974"	"73978.4295043402"	"91427.1487471763"	"56050.5221599597"	"42822.5615379261"	"58643.6359044249"	"63221.4411330836"	"37023.0718697733"	"66001.891016283"	"36456.2906152812"	"82338.3050168683"	"78028.8993219696"	"49350.0539824759"	"62398.1289323098"	"79793.1730121093"	"46879.4435988338"	"25558.2329792805"	"54138.5146430239"	"59500.9663144599"	"54095.2219117235"	"46683.1152160064"	"55550.2474490216"	"79789.5696877303"	"25187.7657000388"	"71118.0075150068"	"41082.4733804997"	"6191.47274350859"	"70500.8912601028"	"53643.1318713901"	"63448.6143066493"	"39903.5969419423"	"61621.3324670161"	"64780.8287875309"	"4.9"	"7.1"	""	""	"5.4"	"6.5"	"4.9"	""	""	""	""	""	"7.1"	"7.1"	""	"1.1"	"2.7"	""	""	""	"7.6"	""	""	"7.1"	"5.2"	""	"4.3"	""	""	""	""	""	""	"5.4"	""
"15309"	"D"	"False"	"MFCD00229349"	"C12 H14 Br N O S"	"No match"	"Invalid mass"	"No results"	"Full match"	"-2.55"	"298.99719"	"297.98991"	"1.301"	"90729.5325924085"	"1"	"1"	"0"	""	""	"27.4"	""	"6"	"14"	"9"	"PreferredDDA"	"[M-H]-1"	"70495.7199920631"	"68575.6410437283"	"71626.1613316877"	"60288.4364940194"	"70332.0432894658"	"59497.4548201161"	"88602.2712270073"	"55410.4021631401"	"73488.4804575335"	"59574.4546711217"	"80739.3931262292"	"66615.956029227"	"68383.023742923"	"77046.0707161933"	"52368.3657137614"	"12439.9640941772"	"47238.3982152934"	"53137.02538615"	"53388.4478942464"	"59720.529486367"	"83355.9730358453"	"73081.9352669399"	"51022.7383469247"	"3745.32626772705"	"56820.1192336248"	"55518.7006312407"	"57739.6173929939"	"40300.6916260339"	"5230.13663887417"	"58489.4920517673"	"56102.751053139"	"48101.8540557792"	"47009.1618474989"	"55265.1459502925"	"56502.3634612512"	""	""	""	""	""	""	""	""	"7.1"	"8.2"	""	""	"7.1"	""	"8.2"	""	""	""	"7.1"	""	"7.4"	""	"8.2"	""	""	""	"7.6"	""	""	""	""	""	""	""	""
"16505"	""	"False"	""	"C7 H6 N3 P S"	"Full match"	"No results"	"No results"	"No results"	"0.27"	"195.00206"	"193.99478"	"1.483"	"90531.5378734349"	"0"	"0"	"0"	""	""	""	""	"5"	"23"	"12"	"NoMSn"	"[M-H]-1"	"41601.007599006"	"37698.2314833935"	"97252.7809454976"	"71921.0426187573"	"23574.8618629014"	"68039.4123595816"	"63593.1716331243"	"33889.3404657811"	"55710.0599596872"	"34527.9479116633"	"43595.9128427589"	"18778.5284426239"	"50682.2548823548"	"30337.9774697079"	"22205.0217039588"	"25134.5438519121"	"40550.7390701116"	"30709.097600688"	"12731.2845118523"	"22725.8109499458"	"17138.1781025338"	"71855.098436483"	"27049.1992016946"	"14955.1803737208"	"26516.119449444"	"26887.5002195404"	"33807.9300214252"	"26696.9624487143"	"6871.56048216726"	"42941.5126906178"	"39378.8416854935"	"35899.9503624143"	"30194.2178647924"	"32974.404557742"	"43632.0650714952"	"4.3"	""	""	""	""	""	"4.9"	""	""	""	""	""	""	""	"7.1"	""	""	""	""	""	"4.9"	"7.6"	"8.2"	""	""	"4.3"	"7.1"	""	""	""	""	""	""	""	"7.1"
"19497"	"D"	"False"	"3,20-Bis[(trimethylsilyl)oxy]pregn-5-ene"	"C27 H50 O2 Si2"	"No match"	"No results"	"No results"	"Full match"	"2.50"	"462.33609"	"461.32881"	"0.885"	"90166.2932922614"	"11"	"0"	"0"	""	""	""	""	"6"	"28"	"17"	"NoMSn"	"[M-H]-1"	"111323.460133789"	"40874.6792134628"	"47748.4535761381"	"44973.2883219656"	"50480.9899602293"	"41254.089331997"	"36074.6494088725"	"48233.6028931109"	"6562.43803800479"	"42312.804213603"	"55543.4621283945"	"53311.9584811461"	"46912.7990287209"	"40091.0948604803"	"44517.3162740337"	"29338.601317749"	"28620.8949665387"	"39682.0363354115"	"60700.0082373107"	"54251.1449544196"	"33418.8372802178"	"42693.3117777299"	"45342.8940866817"	"37263.6357840984"	"35563.1803983647"	"47182.9986947429"	"37951.4160389236"	"25865.6700781769"	"6923.42765583077"	"70526.6805469917"	"50343.8951636435"	"55053.3268069621"	"68926.7406569015"	"46784.5004366322"	"65035.9789191818"	"2.5"	"4.3"	"8.2"	"3.8"	"1.6"	"3.8"	"5.4"	"3.8"	""	"7.1"	"4.9"	"2.2"	"3.8"	""	"7.6"	"4.9"	""	"3.3"	"2.7"	"1.6"	"2.7"	"7.6"	"3.3"	"3.8"	"2.2"	"3.8"	""	"3.3"	""	"3.8"	"6.0"	"2.7"	"2.7"	"3.8"	"2.2"
